split-a 12800 6400 
a31*b17 1000 100 a31 b17 
a32*b27 1000 100 a32 b27 
a33*b37 1000 100 a33 b37 
a34*b47 1000 100 a34 b47 
a35*b57 1000 100 a35 b57 
a36*b67 1000 100 a36 b67 
a37*b77 1000 100 a37 b77 
a38*b87 1000 100 a38 b87 
C37 400 100 a31*b17 a32*b27 a33*b37 a34*b47 a35*b57 a36*b67 a37*b77 a38*b87
a31*b18 1000 100 a31 b18 
a32*b28 1000 100 a32 b28 
a33*b38 1000 100 a33 b38 
a34*b48 1000 100 a34 b48 
a35*b58 1000 100 a35 b58 
a36*b68 1000 100 a36 b68 
a37*b78 1000 100 a37 b78 
a38*b88 1000 100 a38 b88 
C38 400 100 a31*b18 a32*b28 a33*b38 a34*b48 a35*b58 a36*b68 a37*b78 a38*b88
a41*b11 1000 100 a41 b11 
a42*b21 1000 100 a42 b21 
a43*b31 1000 100 a43 b31 
a44*b41 1000 100 a44 b41 
a45*b51 1000 100 a45 b51 
a46*b61 1000 100 a46 b61 
a47*b71 1000 100 a47 b71 
a48*b81 1000 100 a48 b81 
C41 400 100 a41*b11 a42*b21 a43*b31 a44*b41 a45*b51 a46*b61 a47*b71 a48*b81
a41*b12 1000 100 a41 b12 
a42*b22 1000 100 a42 b22 
a43*b32 1000 100 a43 b32 
a44*b42 1000 100 a44 b42 
a45*b52 1000 100 a45 b52 
a46*b62 1000 100 a46 b62 
a47*b72 1000 100 a47 b72 
a48*b82 1000 100 a48 b82 
C42 400 100 a41*b12 a42*b22 a43*b32 a44*b42 a45*b52 a46*b62 a47*b72 a48*b82
a41*b13 1000 100 a41 b13 
a42*b23 1000 100 a42 b23 
a43*b33 1000 100 a43 b33 
a44*b43 1000 100 a44 b43 
a45*b53 1000 100 a45 b53 
a46*b63 1000 100 a46 b63 
a47*b73 1000 100 a47 b73 
a48*b83 1000 100 a48 b83 
C43 400 100 a41*b13 a42*b23 a43*b33 a44*b43 a45*b53 a46*b63 a47*b73 a48*b83
a41*b14 1000 100 a41 b14 
a42*b24 1000 100 a42 b24 
a43*b34 1000 100 a43 b34 
a44*b44 1000 100 a44 b44 
a45*b54 1000 100 a45 b54 
a46*b64 1000 100 a46 b64 
a47*b74 1000 100 a47 b74 
a48*b84 1000 100 a48 b84 
C44 400 100 a41*b14 a42*b24 a43*b34 a44*b44 a45*b54 a46*b64 a47*b74 a48*b84
a41*b15 1000 100 a41 b15 
a42*b25 1000 100 a42 b25 
a43*b35 1000 100 a43 b35 
a44*b45 1000 100 a44 b45 
a45*b55 1000 100 a45 b55 
a46*b65 1000 100 a46 b65 
a47*b75 1000 100 a47 b75 
a48*b85 1000 100 a48 b85 
C45 400 100 a41*b15 a42*b25 a43*b35 a44*b45 a45*b55 a46*b65 a47*b75 a48*b85
a41*b16 1000 100 a41 b16 
a42*b26 1000 100 a42 b26 
a43*b36 1000 100 a43 b36 
a44*b46 1000 100 a44 b46 
a45*b56 1000 100 a45 b56 
a46*b66 1000 100 a46 b66 
a47*b76 1000 100 a47 b76 
a48*b86 1000 100 a48 b86 
C46 400 100 a41*b16 a42*b26 a43*b36 a44*b46 a45*b56 a46*b66 a47*b76 a48*b86
a41*b17 1000 100 a41 b17 
a42*b27 1000 100 a42 b27 
a43*b37 1000 100 a43 b37 
a44*b47 1000 100 a44 b47 
a45*b57 1000 100 a45 b57 
a46*b67 1000 100 a46 b67 
a47*b77 1000 100 a47 b77 
a48*b87 1000 100 a48 b87 
C47 400 100 a41*b17 a42*b27 a43*b37 a44*b47 a45*b57 a46*b67 a47*b77 a48*b87
a41*b18 1000 100 a41 b18 
a42*b28 1000 100 a42 b28 
a43*b38 1000 100 a43 b38 
a44*b48 1000 100 a44 b48 
a45*b58 1000 100 a45 b58 
a46*b68 1000 100 a46 b68 
a47*b78 1000 100 a47 b78 
a48*b88 1000 100 a48 b88 
C48 400 100 a41*b18 a42*b28 a43*b38 a44*b48 a45*b58 a46*b68 a47*b78 a48*b88
a51*b11 1000 100 a51 b11 
a52*b21 1000 100 a52 b21 
a53*b31 1000 100 a53 b31 
a54*b41 1000 100 a54 b41 
a55*b51 1000 100 a55 b51 
a56*b61 1000 100 a56 b61 
a57*b71 1000 100 a57 b71 
a58*b81 1000 100 a58 b81 
C51 400 100 a51*b11 a52*b21 a53*b31 a54*b41 a55*b51 a56*b61 a57*b71 a58*b81
a51*b12 1000 100 a51 b12 
a52*b22 1000 100 a52 b22 
a53*b32 1000 100 a53 b32 
a54*b42 1000 100 a54 b42 
a55*b52 1000 100 a55 b52 
a56*b62 1000 100 a56 b62 
a57*b72 1000 100 a57 b72 
a58*b82 1000 100 a58 b82 
C52 400 100 a51*b12 a52*b22 a53*b32 a54*b42 a55*b52 a56*b62 a57*b72 a58*b82
a51*b13 1000 100 a51 b13 
a52*b23 1000 100 a52 b23 
a53*b33 1000 100 a53 b33 
a54*b43 1000 100 a54 b43 
a55*b53 1000 100 a55 b53 
a56*b63 1000 100 a56 b63 
a57*b73 1000 100 a57 b73 
a58*b83 1000 100 a58 b83 
C53 400 100 a51*b13 a52*b23 a53*b33 a54*b43 a55*b53 a56*b63 a57*b73 a58*b83
a51*b14 1000 100 a51 b14 
a52*b24 1000 100 a52 b24 
a53*b34 1000 100 a53 b34 
a54*b44 1000 100 a54 b44 
a55*b54 1000 100 a55 b54 
a56*b64 1000 100 a56 b64 
a57*b74 1000 100 a57 b74 
a58*b84 1000 100 a58 b84 
C54 400 100 a51*b14 a52*b24 a53*b34 a54*b44 a55*b54 a56*b64 a57*b74 a58*b84
a51*b15 1000 100 a51 b15 
a52*b25 1000 100 a52 b25 
a53*b35 1000 100 a53 b35 
a54*b45 1000 100 a54 b45 
a55*b55 1000 100 a55 b55 
a56*b65 1000 100 a56 b65 
a57*b75 1000 100 a57 b75 
a58*b85 1000 100 a58 b85 
C55 400 100 a51*b15 a52*b25 a53*b35 a54*b45 a55*b55 a56*b65 a57*b75 a58*b85
a51*b16 1000 100 a51 b16 
a52*b26 1000 100 a52 b26 
a53*b36 1000 100 a53 b36 
a54*b46 1000 100 a54 b46 
a55*b56 1000 100 a55 b56 
a56*b66 1000 100 a56 b66 
a57*b76 1000 100 a57 b76 
a58*b86 1000 100 a58 b86 
C56 400 100 a51*b16 a52*b26 a53*b36 a54*b46 a55*b56 a56*b66 a57*b76 a58*b86
a51*b17 1000 100 a51 b17 
a52*b27 1000 100 a52 b27 
a53*b37 1000 100 a53 b37 
a54*b47 1000 100 a54 b47 
a55*b57 1000 100 a55 b57 
a56*b67 1000 100 a56 b67 
a57*b77 1000 100 a57 b77 
a58*b87 1000 100 a58 b87 
C57 400 100 a51*b17 a52*b27 a53*b37 a54*b47 a55*b57 a56*b67 a57*b77 a58*b87
a51*b18 1000 100 a51 b18 
a52*b28 1000 100 a52 b28 
a53*b38 1000 100 a53 b38 
a54*b48 1000 100 a54 b48 
a55*b58 1000 100 a55 b58 
a56*b68 1000 100 a56 b68 
a57*b78 1000 100 a57 b78 
a58*b88 1000 100 a58 b88 
C58 400 100 a51*b18 a52*b28 a53*b38 a54*b48 a55*b58 a56*b68 a57*b78 a58*b88
a61*b11 1000 100 a61 b11 
a62*b21 1000 100 a62 b21 
a63*b31 1000 100 a63 b31 
a64*b41 1000 100 a64 b41 
a65*b51 1000 100 a65 b51 
a66*b61 1000 100 a66 b61 
a67*b71 1000 100 a67 b71 
a68*b81 1000 100 a68 b81 
C61 400 100 a61*b11 a62*b21 a63*b31 a64*b41 a65*b51 a66*b61 a67*b71 a68*b81
a61*b12 1000 100 a61 b12 
a62*b22 1000 100 a62 b22 
a63*b32 1000 100 a63 b32 
a64*b42 1000 100 a64 b42 
a65*b52 1000 100 a65 b52 
a66*b62 1000 100 a66 b62 
a67*b72 1000 100 a67 b72 
a68*b82 1000 100 a68 b82 
C62 400 100 a61*b12 a62*b22 a63*b32 a64*b42 a65*b52 a66*b62 a67*b72 a68*b82
a61*b13 1000 100 a61 b13 
a62*b23 1000 100 a62 b23 
a63*b33 1000 100 a63 b33 
a64*b43 1000 100 a64 b43 
a65*b53 1000 100 a65 b53 
a66*b63 1000 100 a66 b63 
a67*b73 1000 100 a67 b73 
a68*b83 1000 100 a68 b83 
C63 400 100 a61*b13 a62*b23 a63*b33 a64*b43 a65*b53 a66*b63 a67*b73 a68*b83
a61*b14 1000 100 a61 b14 
a62*b24 1000 100 a62 b24 
a63*b34 1000 100 a63 b34 
a64*b44 1000 100 a64 b44 
a65*b54 1000 100 a65 b54 
a66*b64 1000 100 a66 b64 
a67*b74 1000 100 a67 b74 
a68*b84 1000 100 a68 b84 
C64 400 100 a61*b14 a62*b24 a63*b34 a64*b44 a65*b54 a66*b64 a67*b74 a68*b84
a61*b15 1000 100 a61 b15 
a62*b25 1000 100 a62 b25 
a63*b35 1000 100 a63 b35 
a64*b45 1000 100 a64 b45 
a65*b55 1000 100 a65 b55 
a66*b65 1000 100 a66 b65 
a67*b75 1000 100 a67 b75 
a68*b85 1000 100 a68 b85 
C65 400 100 a61*b15 a62*b25 a63*b35 a64*b45 a65*b55 a66*b65 a67*b75 a68*b85
a61*b16 1000 100 a61 b16 
a62*b26 1000 100 a62 b26 
a63*b36 1000 100 a63 b36 
a64*b46 1000 100 a64 b46 
a65*b56 1000 100 a65 b56 
a66*b66 1000 100 a66 b66 
a67*b76 1000 100 a67 b76 
a68*b86 1000 100 a68 b86 
C66 400 100 a61*b16 a62*b26 a63*b36 a64*b46 a65*b56 a66*b66 a67*b76 a68*b86
a61*b17 1000 100 a61 b17 
a62*b27 1000 100 a62 b27 
a63*b37 1000 100 a63 b37 
a64*b47 1000 100 a64 b47 
a65*b57 1000 100 a65 b57 
a66*b67 1000 100 a66 b67 
a67*b77 1000 100 a67 b77 
a68*b87 1000 100 a68 b87 
C67 400 100 a61*b17 a62*b27 a63*b37 a64*b47 a65*b57 a66*b67 a67*b77 a68*b87
a61*b18 1000 100 a61 b18 
a62*b28 1000 100 a62 b28 
a63*b38 1000 100 a63 b38 
a64*b48 1000 100 a64 b48 
a65*b58 1000 100 a65 b58 
a66*b68 1000 100 a66 b68 
a67*b78 1000 100 a67 b78 
a68*b88 1000 100 a68 b88 
C68 400 100 a61*b18 a62*b28 a63*b38 a64*b48 a65*b58 a66*b68 a67*b78 a68*b88
a71*b11 1000 100 a71 b11 
a72*b21 1000 100 a72 b21 
a73*b31 1000 100 a73 b31 
a74*b41 1000 100 a74 b41 
a75*b51 1000 100 a75 b51 
a76*b61 1000 100 a76 b61 
a77*b71 1000 100 a77 b71 
a78*b81 1000 100 a78 b81 
C71 400 100 a71*b11 a72*b21 a73*b31 a74*b41 a75*b51 a76*b61 a77*b71 a78*b81
a71*b12 1000 100 a71 b12 
a72*b22 1000 100 a72 b22 
a73*b32 1000 100 a73 b32 
a74*b42 1000 100 a74 b42 
a75*b52 1000 100 a75 b52 
a76*b62 1000 100 a76 b62 
a77*b72 1000 100 a77 b72 
a78*b82 1000 100 a78 b82 
C72 400 100 a71*b12 a72*b22 a73*b32 a74*b42 a75*b52 a76*b62 a77*b72 a78*b82
a71*b13 1000 100 a71 b13 
a72*b23 1000 100 a72 b23 
a73*b33 1000 100 a73 b33 
a74*b43 1000 100 a74 b43 
a75*b53 1000 100 a75 b53 
a76*b63 1000 100 a76 b63 
a77*b73 1000 100 a77 b73 
a78*b83 1000 100 a78 b83 
C73 400 100 a71*b13 a72*b23 a73*b33 a74*b43 a75*b53 a76*b63 a77*b73 a78*b83
a71*b14 1000 100 a71 b14 
a72*b24 1000 100 a72 b24 
a73*b34 1000 100 a73 b34 
a74*b44 1000 100 a74 b44 
a75*b54 1000 100 a75 b54 
a76*b64 1000 100 a76 b64 
a77*b74 1000 100 a77 b74 
a78*b84 1000 100 a78 b84 
C74 400 100 a71*b14 a72*b24 a73*b34 a74*b44 a75*b54 a76*b64 a77*b74 a78*b84
a71*b15 1000 100 a71 b15 
a72*b25 1000 100 a72 b25 
a73*b35 1000 100 a73 b35 
a74*b45 1000 100 a74 b45 
a75*b55 1000 100 a75 b55 
a76*b65 1000 100 a76 b65 
a77*b75 1000 100 a77 b75 
a78*b85 1000 100 a78 b85 
C75 400 100 a71*b15 a72*b25 a73*b35 a74*b45 a75*b55 a76*b65 a77*b75 a78*b85
a71*b16 1000 100 a71 b16 
a72*b26 1000 100 a72 b26 
a73*b36 1000 100 a73 b36 
a74*b46 1000 100 a74 b46 
a75*b56 1000 100 a75 b56 
a76*b66 1000 100 a76 b66 
a77*b76 1000 100 a77 b76 
a78*b86 1000 100 a78 b86 
C76 400 100 a71*b16 a72*b26 a73*b36 a74*b46 a75*b56 a76*b66 a77*b76 a78*b86
a71*b17 1000 100 a71 b17 
a72*b27 1000 100 a72 b27 
a73*b37 1000 100 a73 b37 
a74*b47 1000 100 a74 b47 
a75*b57 1000 100 a75 b57 
a76*b67 1000 100 a76 b67 
a77*b77 1000 100 a77 b77 
a78*b87 1000 100 a78 b87 
C77 400 100 a71*b17 a72*b27 a73*b37 a74*b47 a75*b57 a76*b67 a77*b77 a78*b87
a71*b18 1000 100 a71 b18 
a72*b28 1000 100 a72 b28 
a73*b38 1000 100 a73 b38 
a74*b48 1000 100 a74 b48 
a75*b58 1000 100 a75 b58 
a76*b68 1000 100 a76 b68 
a77*b78 1000 100 a77 b78 
a78*b88 1000 100 a78 b88 
C78 400 100 a71*b18 a72*b28 a73*b38 a74*b48 a75*b58 a76*b68 a77*b78 a78*b88
a81*b11 1000 100 a81 b11 
a82*b21 1000 100 a82 b21 
a83*b31 1000 100 a83 b31 
a84*b41 1000 100 a84 b41 
a85*b51 1000 100 a85 b51 
a86*b61 1000 100 a86 b61 
a87*b71 1000 100 a87 b71 
a88*b81 1000 100 a88 b81 
C81 400 100 a81*b11 a82*b21 a83*b31 a84*b41 a85*b51 a86*b61 a87*b71 a88*b81
a81*b12 1000 100 a81 b12 
a82*b22 1000 100 a82 b22 
a83*b32 1000 100 a83 b32 
a84*b42 1000 100 a84 b42 
a85*b52 1000 100 a85 b52 
a86*b62 1000 100 a86 b62 
a87*b72 1000 100 a87 b72 
a88*b82 1000 100 a88 b82 
C82 400 100 a81*b12 a82*b22 a83*b32 a84*b42 a85*b52 a86*b62 a87*b72 a88*b82
a81*b13 1000 100 a81 b13 
a82*b23 1000 100 a82 b23 
a83*b33 1000 100 a83 b33 
a84*b43 1000 100 a84 b43 
a85*b53 1000 100 a85 b53 
a86*b63 1000 100 a86 b63 
a87*b73 1000 100 a87 b73 
a88*b83 1000 100 a88 b83 
C83 400 100 a81*b13 a82*b23 a83*b33 a84*b43 a85*b53 a86*b63 a87*b73 a88*b83
a81*b14 1000 100 a81 b14 
a82*b24 1000 100 a82 b24 
a83*b34 1000 100 a83 b34 
a84*b44 1000 100 a84 b44 
a85*b54 1000 100 a85 b54 
a86*b64 1000 100 a86 b64 
a87*b74 1000 100 a87 b74 
a88*b84 1000 100 a88 b84 
C84 400 100 a81*b14 a82*b24 a83*b34 a84*b44 a85*b54 a86*b64 a87*b74 a88*b84
a81*b15 1000 100 a81 b15 
a82*b25 1000 100 a82 b25 
a83*b35 1000 100 a83 b35 
a84*b45 1000 100 a84 b45 
a85*b55 1000 100 a85 b55 
a86*b65 1000 100 a86 b65 
a87*b75 1000 100 a87 b75 
a88*b85 1000 100 a88 b85 
C85 400 100 a81*b15 a82*b25 a83*b35 a84*b45 a85*b55 a86*b65 a87*b75 a88*b85
a81*b16 1000 100 a81 b16 
a82*b26 1000 100 a82 b26 
a83*b36 1000 100 a83 b36 
a84*b46 1000 100 a84 b46 
a85*b56 1000 100 a85 b56 
a86*b66 1000 100 a86 b66 
a87*b76 1000 100 a87 b76 
a88*b86 1000 100 a88 b86 
C86 400 100 a81*b16 a82*b26 a83*b36 a84*b46 a85*b56 a86*b66 a87*b76 a88*b86
a81*b17 1000 100 a81 b17 
a82*b27 1000 100 a82 b27 
a83*b37 1000 100 a83 b37 
a84*b47 1000 100 a84 b47 
a85*b57 1000 100 a85 b57 
