split-a 6272 3136 
a14*b45 512 64 a14 b45 
a15*b55 512 64 a15 b55 
a16*b65 512 64 a16 b65 
a17*b75 512 64 a17 b75 
C15 256 64 a11*b15 a12*b25 a13*b35 a14*b45 a15*b55 a16*b65 a17*b75 
a11*b16 512 64 a11 b16 
a12*b26 512 64 a12 b26 
a13*b36 512 64 a13 b36 
a14*b46 512 64 a14 b46 
a15*b56 512 64 a15 b56 
a16*b66 512 64 a16 b66 
a17*b76 512 64 a17 b76 
C16 256 64 a11*b16 a12*b26 a13*b36 a14*b46 a15*b56 a16*b66 a17*b76 
a11*b17 512 64 a11 b17 
a12*b27 512 64 a12 b27 
a13*b37 512 64 a13 b37 
a14*b47 512 64 a14 b47 
a15*b57 512 64 a15 b57 
a16*b67 512 64 a16 b67 
a17*b77 512 64 a17 b77 
C17 256 64 a11*b17 a12*b27 a13*b37 a14*b47 a15*b57 a16*b67 a17*b77 
a21*b11 512 64 a21 b11 
a22*b21 512 64 a22 b21 
a23*b31 512 64 a23 b31 
a24*b41 512 64 a24 b41 
a25*b51 512 64 a25 b51 
a26*b61 512 64 a26 b61 
a27*b71 512 64 a27 b71 
C21 256 64 a21*b11 a22*b21 a23*b31 a24*b41 a25*b51 a26*b61 a27*b71 
a21*b12 512 64 a21 b12 
a22*b22 512 64 a22 b22 
a23*b32 512 64 a23 b32 
a24*b42 512 64 a24 b42 
a25*b52 512 64 a25 b52 
a26*b62 512 64 a26 b62 
a27*b72 512 64 a27 b72 
C22 256 64 a21*b12 a22*b22 a23*b32 a24*b42 a25*b52 a26*b62 a27*b72 
a21*b13 512 64 a21 b13 
a22*b23 512 64 a22 b23 
a23*b33 512 64 a23 b33 
a24*b43 512 64 a24 b43 
a25*b53 512 64 a25 b53 
a26*b63 512 64 a26 b63 
a27*b73 512 64 a27 b73 
C23 256 64 a21*b13 a22*b23 a23*b33 a24*b43 a25*b53 a26*b63 a27*b73 
a21*b14 512 64 a21 b14 
a22*b24 512 64 a22 b24 
a23*b34 512 64 a23 b34 
a24*b44 512 64 a24 b44 
a25*b54 512 64 a25 b54 
a26*b64 512 64 a26 b64 
a27*b74 512 64 a27 b74 
C24 256 64 a21*b14 a22*b24 a23*b34 a24*b44 a25*b54 a26*b64 a27*b74 
a21*b15 512 64 a21 b15 
a22*b25 512 64 a22 b25 
a23*b35 512 64 a23 b35 
a24*b45 512 64 a24 b45 
a25*b55 512 64 a25 b55 
a26*b65 512 64 a26 b65 
a27*b75 512 64 a27 b75 
C25 256 64 a21*b15 a22*b25 a23*b35 a24*b45 a25*b55 a26*b65 a27*b75 
a21*b16 512 64 a21 b16 
a22*b26 512 64 a22 b26 
a23*b36 512 64 a23 b36 
a24*b46 512 64 a24 b46 
a25*b56 512 64 a25 b56 
a26*b66 512 64 a26 b66 
a27*b76 512 64 a27 b76 
C26 256 64 a21*b16 a22*b26 a23*b36 a24*b46 a25*b56 a26*b66 a27*b76 
a21*b17 512 64 a21 b17 
a22*b27 512 64 a22 b27 
a23*b37 512 64 a23 b37 
a24*b47 512 64 a24 b47 
a25*b57 512 64 a25 b57 
a26*b67 512 64 a26 b67 
a27*b77 512 64 a27 b77 
C27 256 64 a21*b17 a22*b27 a23*b37 a24*b47 a25*b57 a26*b67 a27*b77 
a31*b11 512 64 a31 b11 
a32*b21 512 64 a32 b21 
a33*b31 512 64 a33 b31 
a34*b41 512 64 a34 b41 
a35*b51 512 64 a35 b51 
a36*b61 512 64 a36 b61 
a37*b71 512 64 a37 b71 
C31 256 64 a31*b11 a32*b21 a33*b31 a34*b41 a35*b51 a36*b61 a37*b71 
a31*b12 512 64 a31 b12 
a32*b22 512 64 a32 b22 
a33*b32 512 64 a33 b32 
a34*b42 512 64 a34 b42 
a35*b52 512 64 a35 b52 
a36*b62 512 64 a36 b62 
a37*b72 512 64 a37 b72 
C32 256 64 a31*b12 a32*b22 a33*b32 a34*b42 a35*b52 a36*b62 a37*b72 
a31*b13 512 64 a31 b13 
a32*b23 512 64 a32 b23 
a33*b33 512 64 a33 b33 
a34*b43 512 64 a34 b43 
a35*b53 512 64 a35 b53 
a36*b63 512 64 a36 b63 
a37*b73 512 64 a37 b73 
C33 256 64 a31*b13 a32*b23 a33*b33 a34*b43 a35*b53 a36*b63 a37*b73 
a31*b14 512 64 a31 b14 
a32*b24 512 64 a32 b24 
a33*b34 512 64 a33 b34 
a34*b44 512 64 a34 b44 
a35*b54 512 64 a35 b54 
a36*b64 512 64 a36 b64 
a37*b74 512 64 a37 b74 
C34 256 64 a31*b14 a32*b24 a33*b34 a34*b44 a35*b54 a36*b64 a37*b74 
a31*b15 512 64 a31 b15 
a32*b25 512 64 a32 b25 
a33*b35 512 64 a33 b35 
a34*b45 512 64 a34 b45 
a35*b55 512 64 a35 b55 
a36*b65 512 64 a36 b65 
a37*b75 512 64 a37 b75 
C35 256 64 a31*b15 a32*b25 a33*b35 a34*b45 a35*b55 a36*b65 a37*b75 
a31*b16 512 64 a31 b16 
a32*b26 512 64 a32 b26 
a33*b36 512 64 a33 b36 
a34*b46 512 64 a34 b46 
a35*b56 512 64 a35 b56 
a36*b66 512 64 a36 b66 
a37*b76 512 64 a37 b76 
C36 256 64 a31*b16 a32*b26 a33*b36 a34*b46 a35*b56 a36*b66 a37*b76 
a31*b17 512 64 a31 b17 
a32*b27 512 64 a32 b27 
a33*b37 512 64 a33 b37 
a34*b47 512 64 a34 b47 
a35*b57 512 64 a35 b57 
a36*b67 512 64 a36 b67 
a37*b77 512 64 a37 b77 
C37 256 64 a31*b17 a32*b27 a33*b37 a34*b47 a35*b57 a36*b67 a37*b77 
a41*b11 512 64 a41 b11 
a42*b21 512 64 a42 b21 
a43*b31 512 64 a43 b31 
a44*b41 512 64 a44 b41 
a45*b51 512 64 a45 b51 
a46*b61 512 64 a46 b61 
a47*b71 512 64 a47 b71 
C41 256 64 a41*b11 a42*b21 a43*b31 a44*b41 a45*b51 a46*b61 a47*b71 
a41*b12 512 64 a41 b12 
a42*b22 512 64 a42 b22 
a43*b32 512 64 a43 b32 
a44*b42 512 64 a44 b42 
a45*b52 512 64 a45 b52 
a46*b62 512 64 a46 b62 
a47*b72 512 64 a47 b72 
C42 256 64 a41*b12 a42*b22 a43*b32 a44*b42 a45*b52 a46*b62 a47*b72 
a41*b13 512 64 a41 b13 
a42*b23 512 64 a42 b23 
a43*b33 512 64 a43 b33 
a44*b43 512 64 a44 b43 
a45*b53 512 64 a45 b53 
a46*b63 512 64 a46 b63 
a47*b73 512 64 a47 b73 
C43 256 64 a41*b13 a42*b23 a43*b33 a44*b43 a45*b53 a46*b63 a47*b73 
a41*b14 512 64 a41 b14 
a42*b24 512 64 a42 b24 
a43*b34 512 64 a43 b34 
a44*b44 512 64 a44 b44 
a45*b54 512 64 a45 b54 
a46*b64 512 64 a46 b64 
a47*b74 512 64 a47 b74 
C44 256 64 a41*b14 a42*b24 a43*b34 a44*b44 a45*b54 a46*b64 a47*b74 
a41*b15 512 64 a41 b15 
a42*b25 512 64 a42 b25 
a43*b35 512 64 a43 b35 
a44*b45 512 64 a44 b45 
a45*b55 512 64 a45 b55 
a46*b65 512 64 a46 b65 
a47*b75 512 64 a47 b75 
C45 256 64 a41*b15 a42*b25 a43*b35 a44*b45 a45*b55 a46*b65 a47*b75 
a41*b16 512 64 a41 b16 
a42*b26 512 64 a42 b26 
a43*b36 512 64 a43 b36 
a44*b46 512 64 a44 b46 
a45*b56 512 64 a45 b56 
a46*b66 512 64 a46 b66 
a47*b76 512 64 a47 b76 
C46 256 64 a41*b16 a42*b26 a43*b36 a44*b46 a45*b56 a46*b66 a47*b76 
a41*b17 512 64 a41 b17 
a42*b27 512 64 a42 b27 
a43*b37 512 64 a43 b37 
a44*b47 512 64 a44 b47 
a45*b57 512 64 a45 b57 
a46*b67 512 64 a46 b67 
a47*b77 512 64 a47 b77 
C47 256 64 a41*b17 a42*b27 a43*b37 a44*b47 a45*b57 a46*b67 a47*b77 
a51*b11 512 64 a51 b11 
a52*b21 512 64 a52 b21 
a53*b31 512 64 a53 b31 
a54*b41 512 64 a54 b41 
a55*b51 512 64 a55 b51 
a56*b61 512 64 a56 b61 
a57*b71 512 64 a57 b71 
C51 256 64 a51*b11 a52*b21 a53*b31 a54*b41 a55*b51 a56*b61 a57*b71 
a51*b12 512 64 a51 b12 
a52*b22 512 64 a52 b22 
a53*b32 512 64 a53 b32 
a54*b42 512 64 a54 b42 
a55*b52 512 64 a55 b52 
a56*b62 512 64 a56 b62 
a57*b72 512 64 a57 b72 
C52 256 64 a51*b12 a52*b22 a53*b32 a54*b42 a55*b52 a56*b62 a57*b72 
a51*b13 512 64 a51 b13 
a52*b23 512 64 a52 b23 
a53*b33 512 64 a53 b33 
a54*b43 512 64 a54 b43 
a55*b53 512 64 a55 b53 
a56*b63 512 64 a56 b63 
a57*b73 512 64 a57 b73 
C53 256 64 a51*b13 a52*b23 a53*b33 a54*b43 a55*b53 a56*b63 a57*b73 
a51*b14 512 64 a51 b14 
a52*b24 512 64 a52 b24 
a53*b34 512 64 a53 b34 
a54*b44 512 64 a54 b44 
a55*b54 512 64 a55 b54 
a56*b64 512 64 a56 b64 
a57*b74 512 64 a57 b74 
C54 256 64 a51*b14 a52*b24 a53*b34 a54*b44 a55*b54 a56*b64 a57*b74 
a51*b15 512 64 a51 b15 
a52*b25 512 64 a52 b25 
a53*b35 512 64 a53 b35 
a54*b45 512 64 a54 b45 
a55*b55 512 64 a55 b55 
a56*b65 512 64 a56 b65 
a57*b75 512 64 a57 b75 
C55 256 64 a51*b15 a52*b25 a53*b35 a54*b45 a55*b55 a56*b65 a57*b75 
a51*b16 512 64 a51 b16 
a52*b26 512 64 a52 b26 
a53*b36 512 64 a53 b36 
a54*b46 512 64 a54 b46 
a55*b56 512 64 a55 b56 
a56*b66 512 64 a56 b66 
a57*b76 512 64 a57 b76 
C56 256 64 a51*b16 a52*b26 a53*b36 a54*b46 a55*b56 a56*b66 a57*b76 
a51*b17 512 64 a51 b17 
a52*b27 512 64 a52 b27 
a53*b37 512 64 a53 b37 
a54*b47 512 64 a54 b47 
a55*b57 512 64 a55 b57 
a56*b67 512 64 a56 b67 
a57*b77 512 64 a57 b77 
C57 256 64 a51*b17 a52*b27 a53*b37 a54*b47 a55*b57 a56*b67 a57*b77 
a61*b11 512 64 a61 b11 
a62*b21 512 64 a62 b21 
a63*b31 512 64 a63 b31 
a64*b41 512 64 a64 b41 
a65*b51 512 64 a65 b51 
a66*b61 512 64 a66 b61 
a67*b71 512 64 a67 b71 
C61 256 64 a61*b11 a62*b21 a63*b31 a64*b41 a65*b51 a66*b61 a67*b71 
a61*b12 512 64 a61 b12 
a62*b22 512 64 a62 b22 
a63*b32 512 64 a63 b32 
a64*b42 512 64 a64 b42 
a65*b52 512 64 a65 b52 
a66*b62 512 64 a66 b62 
a67*b72 512 64 a67 b72 
C62 256 64 a61*b12 a62*b22 a63*b32 a64*b42 a65*b52 a66*b62 a67*b72 
a61*b13 512 64 a61 b13 
a62*b23 512 64 a62 b23 
a63*b33 512 64 a63 b33 
a64*b43 512 64 a64 b43 
a65*b53 512 64 a65 b53 
a66*b63 512 64 a66 b63 
a67*b73 512 64 a67 b73 
C63 256 64 a61*b13 a62*b23 a63*b33 a64*b43 a65*b53 a66*b63 a67*b73 
a61*b14 512 64 a61 b14 
a62*b24 512 64 a62 b24 
a63*b34 512 64 a63 b34 
a64*b44 512 64 a64 b44 
a65*b54 512 64 a65 b54 
a66*b64 512 64 a66 b64 
a67*b74 512 64 a67 b74 
C64 256 64 a61*b14 a62*b24 a63*b34 a64*b44 a65*b54 a66*b64 a67*b74 
a61*b15 512 64 a61 b15 
a62*b25 512 64 a62 b25 
a63*b35 512 64 a63 b35 
a64*b45 512 64 a64 b45 
a65*b55 512 64 a65 b55 
a66*b65 512 64 a66 b65 
a67*b75 512 64 a67 b75 
C65 256 64 a61*b15 a62*b25 a63*b35 a64*b45 a65*b55 a66*b65 a67*b75 
a61*b16 512 64 a61 b16 
a62*b26 512 64 a62 b26 
a63*b36 512 64 a63 b36 
a64*b46 512 64 a64 b46 
a65*b56 512 64 a65 b56 
a66*b66 512 64 a66 b66 
a67*b76 512 64 a67 b76 
C66 256 64 a61*b16 a62*b26 a63*b36 a64*b46 a65*b56 a66*b66 a67*b76 
a61*b17 512 64 a61 b17 
a62*b27 512 64 a62 b27 
a63*b37 512 64 a63 b37 
a64*b47 512 64 a64 b47 
a65*b57 512 64 a65 b57 
a66*b67 512 64 a66 b67 
a67*b77 512 64 a67 b77 
C67 256 64 a61*b17 a62*b27 a63*b37 a64*b47 a65*b57 a66*b67 a67*b77 
a71*b11 512 64 a71 b11 
a72*b21 512 64 a72 b21 
a73*b31 512 64 a73 b31 
a74*b41 512 64 a74 b41 
a75*b51 512 64 a75 b51 
a76*b61 512 64 a76 b61 
a77*b71 512 64 a77 b71 
C71 256 64 a71*b11 a72*b21 a73*b31 a74*b41 a75*b51 a76*b61 a77*b71 
a71*b12 512 64 a71 b12 
a72*b22 512 64 a72 b22 
a73*b32 512 64 a73 b32 
a74*b42 512 64 a74 b42 
a75*b52 512 64 a75 b52 
a76*b62 512 64 a76 b62 
a77*b72 512 64 a77 b72 
C72 256 64 a71*b12 a72*b22 a73*b32 a74*b42 a75*b52 a76*b62 a77*b72 
a71*b13 512 64 a71 b13 
a72*b23 512 64 a72 b23 
a73*b33 512 64 a73 b33 
a74*b43 512 64 a74 b43 
a75*b53 512 64 a75 b53 
a76*b63 512 64 a76 b63 
a77*b73 512 64 a77 b73 
C73 256 64 a71*b13 a72*b23 a73*b33 a74*b43 a75*b53 a76*b63 a77*b73 
a71*b14 512 64 a71 b14 
a72*b24 512 64 a72 b24 
a73*b34 512 64 a73 b34 
a74*b44 512 64 a74 b44 
a75*b54 512 64 a75 b54 
a76*b64 512 64 a76 b64 
a77*b74 512 64 a77 b74 
C74 256 64 a71*b14 a72*b24 a73*b34 a74*b44 a75*b54 a76*b64 a77*b74 
a71*b15 512 64 a71 b15 
a72*b25 512 64 a72 b25 
a73*b35 512 64 a73 b35 
a74*b45 512 64 a74 b45 
a75*b55 512 64 a75 b55 
a76*b65 512 64 a76 b65 
a77*b75 512 64 a77 b75 
C75 256 64 a71*b15 a72*b25 a73*b35 a74*b45 a75*b55 a76*b65 a77*b75 
a71*b16 512 64 a71 b16 
a72*b26 512 64 a72 b26 
a73*b36 512 64 a73 b36 
a74*b46 512 64 a74 b46 
a75*b56 512 64 a75 b56 
a76*b66 512 64 a76 b66 
a77*b76 512 64 a77 b76 
C76 256 64 a71*b16 a72*b26 a73*b36 a74*b46 a75*b56 a76*b66 a77*b76 
a71*b17 512 64 a71 b17 
a72*b27 512 64 a72 b27 
a73*b37 512 64 a73 b37 
a74*b47 512 64 a74 b47 
a75*b57 512 64 a75 b57 
a76*b67 512 64 a76 b67 
a77*b77 512 64 a77 b77 
C77 256 64 a71*b17 a72*b27 a73*b37 a74*b47 a75*b57 a76*b67 a77*b77 
Fusion 6272 3136 C11 C12 C13 C14 C15 C16 C17 C21 C22 C23 C24 C25 C26 C27 C31 C32 C33 C34 C35 C36 C37 C41 C42 C43 C44 C45 C46 C47 C51 C52 C53 C54 C55 C56 C57 C61 C62 C63 C64 C65 C66 C67 C71 C72 C73 C74 C75 C76 C77 
