split-a 500000 250000 
C16 10000 2500 a11*b16 a12*b26 a13*b36 a14*b46 a15*b56 a16*b66 a17*b76 a18*b86 a19*b96 a110*b106
a11*b17 125000 2500 a11 b17 
a12*b27 125000 2500 a12 b27 
a13*b37 125000 2500 a13 b37 
a14*b47 125000 2500 a14 b47 
a15*b57 125000 2500 a15 b57 
a16*b67 125000 2500 a16 b67 
a17*b77 125000 2500 a17 b77 
a18*b87 125000 2500 a18 b87 
a19*b97 125000 2500 a19 b97 
a110*b107 125000 2500 a110 b107 
C17 10000 2500 a11*b17 a12*b27 a13*b37 a14*b47 a15*b57 a16*b67 a17*b77 a18*b87 a19*b97 a110*b107
a11*b18 125000 2500 a11 b18 
a12*b28 125000 2500 a12 b28 
a13*b38 125000 2500 a13 b38 
a14*b48 125000 2500 a14 b48 
a15*b58 125000 2500 a15 b58 
a16*b68 125000 2500 a16 b68 
a17*b78 125000 2500 a17 b78 
a18*b88 125000 2500 a18 b88 
a19*b98 125000 2500 a19 b98 
a110*b108 125000 2500 a110 b108 
C18 10000 2500 a11*b18 a12*b28 a13*b38 a14*b48 a15*b58 a16*b68 a17*b78 a18*b88 a19*b98 a110*b108
a11*b19 125000 2500 a11 b19 
a12*b29 125000 2500 a12 b29 
a13*b39 125000 2500 a13 b39 
a14*b49 125000 2500 a14 b49 
a15*b59 125000 2500 a15 b59 
a16*b69 125000 2500 a16 b69 
a17*b79 125000 2500 a17 b79 
a18*b89 125000 2500 a18 b89 
a19*b99 125000 2500 a19 b99 
a110*b109 125000 2500 a110 b109 
C19 10000 2500 a11*b19 a12*b29 a13*b39 a14*b49 a15*b59 a16*b69 a17*b79 a18*b89 a19*b99 a110*b109
a11*b110 125000 2500 a11 b110 
a12*b210 125000 2500 a12 b210 
a13*b310 125000 2500 a13 b310 
a14*b410 125000 2500 a14 b410 
a15*b510 125000 2500 a15 b510 
a16*b610 125000 2500 a16 b610 
a17*b710 125000 2500 a17 b710 
a18*b810 125000 2500 a18 b810 
a19*b910 125000 2500 a19 b910 
a110*b1010 125000 2500 a110 b1010 
C110 10000 2500 a11*b110 a12*b210 a13*b310 a14*b410 a15*b510 a16*b610 a17*b710 a18*b810 a19*b910 a110*b1010
a21*b11 125000 2500 a21 b11 
a22*b21 125000 2500 a22 b21 
a23*b31 125000 2500 a23 b31 
a24*b41 125000 2500 a24 b41 
a25*b51 125000 2500 a25 b51 
a26*b61 125000 2500 a26 b61 
a27*b71 125000 2500 a27 b71 
a28*b81 125000 2500 a28 b81 
a29*b91 125000 2500 a29 b91 
a210*b101 125000 2500 a210 b101 
C21 10000 2500 a21*b11 a22*b21 a23*b31 a24*b41 a25*b51 a26*b61 a27*b71 a28*b81 a29*b91 a210*b101
a21*b12 125000 2500 a21 b12 
a22*b22 125000 2500 a22 b22 
a23*b32 125000 2500 a23 b32 
a24*b42 125000 2500 a24 b42 
a25*b52 125000 2500 a25 b52 
a26*b62 125000 2500 a26 b62 
a27*b72 125000 2500 a27 b72 
a28*b82 125000 2500 a28 b82 
a29*b92 125000 2500 a29 b92 
a210*b102 125000 2500 a210 b102 
C22 10000 2500 a21*b12 a22*b22 a23*b32 a24*b42 a25*b52 a26*b62 a27*b72 a28*b82 a29*b92 a210*b102
a21*b13 125000 2500 a21 b13 
a22*b23 125000 2500 a22 b23 
a23*b33 125000 2500 a23 b33 
a24*b43 125000 2500 a24 b43 
a25*b53 125000 2500 a25 b53 
a26*b63 125000 2500 a26 b63 
a27*b73 125000 2500 a27 b73 
a28*b83 125000 2500 a28 b83 
a29*b93 125000 2500 a29 b93 
a210*b103 125000 2500 a210 b103 
C23 10000 2500 a21*b13 a22*b23 a23*b33 a24*b43 a25*b53 a26*b63 a27*b73 a28*b83 a29*b93 a210*b103
a21*b14 125000 2500 a21 b14 
a22*b24 125000 2500 a22 b24 
a23*b34 125000 2500 a23 b34 
a24*b44 125000 2500 a24 b44 
a25*b54 125000 2500 a25 b54 
a26*b64 125000 2500 a26 b64 
a27*b74 125000 2500 a27 b74 
a28*b84 125000 2500 a28 b84 
a29*b94 125000 2500 a29 b94 
a210*b104 125000 2500 a210 b104 
C24 10000 2500 a21*b14 a22*b24 a23*b34 a24*b44 a25*b54 a26*b64 a27*b74 a28*b84 a29*b94 a210*b104
a21*b15 125000 2500 a21 b15 
a22*b25 125000 2500 a22 b25 
a23*b35 125000 2500 a23 b35 
a24*b45 125000 2500 a24 b45 
a25*b55 125000 2500 a25 b55 
a26*b65 125000 2500 a26 b65 
a27*b75 125000 2500 a27 b75 
a28*b85 125000 2500 a28 b85 
a29*b95 125000 2500 a29 b95 
a210*b105 125000 2500 a210 b105 
C25 10000 2500 a21*b15 a22*b25 a23*b35 a24*b45 a25*b55 a26*b65 a27*b75 a28*b85 a29*b95 a210*b105
a21*b16 125000 2500 a21 b16 
a22*b26 125000 2500 a22 b26 
a23*b36 125000 2500 a23 b36 
a24*b46 125000 2500 a24 b46 
a25*b56 125000 2500 a25 b56 
a26*b66 125000 2500 a26 b66 
a27*b76 125000 2500 a27 b76 
a28*b86 125000 2500 a28 b86 
a29*b96 125000 2500 a29 b96 
a210*b106 125000 2500 a210 b106 
C26 10000 2500 a21*b16 a22*b26 a23*b36 a24*b46 a25*b56 a26*b66 a27*b76 a28*b86 a29*b96 a210*b106
a21*b17 125000 2500 a21 b17 
a22*b27 125000 2500 a22 b27 
a23*b37 125000 2500 a23 b37 
a24*b47 125000 2500 a24 b47 
a25*b57 125000 2500 a25 b57 
a26*b67 125000 2500 a26 b67 
a27*b77 125000 2500 a27 b77 
a28*b87 125000 2500 a28 b87 
a29*b97 125000 2500 a29 b97 
a210*b107 125000 2500 a210 b107 
C27 10000 2500 a21*b17 a22*b27 a23*b37 a24*b47 a25*b57 a26*b67 a27*b77 a28*b87 a29*b97 a210*b107
a21*b18 125000 2500 a21 b18 
a22*b28 125000 2500 a22 b28 
a23*b38 125000 2500 a23 b38 
a24*b48 125000 2500 a24 b48 
a25*b58 125000 2500 a25 b58 
a26*b68 125000 2500 a26 b68 
a27*b78 125000 2500 a27 b78 
a28*b88 125000 2500 a28 b88 
a29*b98 125000 2500 a29 b98 
a210*b108 125000 2500 a210 b108 
C28 10000 2500 a21*b18 a22*b28 a23*b38 a24*b48 a25*b58 a26*b68 a27*b78 a28*b88 a29*b98 a210*b108
a21*b19 125000 2500 a21 b19 
a22*b29 125000 2500 a22 b29 
a23*b39 125000 2500 a23 b39 
a24*b49 125000 2500 a24 b49 
a25*b59 125000 2500 a25 b59 
a26*b69 125000 2500 a26 b69 
a27*b79 125000 2500 a27 b79 
a28*b89 125000 2500 a28 b89 
a29*b99 125000 2500 a29 b99 
a210*b109 125000 2500 a210 b109 
C29 10000 2500 a21*b19 a22*b29 a23*b39 a24*b49 a25*b59 a26*b69 a27*b79 a28*b89 a29*b99 a210*b109
a21*b110 125000 2500 a21 b110 
a22*b210 125000 2500 a22 b210 
a23*b310 125000 2500 a23 b310 
a24*b410 125000 2500 a24 b410 
a25*b510 125000 2500 a25 b510 
a26*b610 125000 2500 a26 b610 
a27*b710 125000 2500 a27 b710 
a28*b810 125000 2500 a28 b810 
a29*b910 125000 2500 a29 b910 
a210*b1010 125000 2500 a210 b1010 
C210 10000 2500 a21*b110 a22*b210 a23*b310 a24*b410 a25*b510 a26*b610 a27*b710 a28*b810 a29*b910 a210*b1010
a31*b11 125000 2500 a31 b11 
a32*b21 125000 2500 a32 b21 
a33*b31 125000 2500 a33 b31 
a34*b41 125000 2500 a34 b41 
a35*b51 125000 2500 a35 b51 
a36*b61 125000 2500 a36 b61 
a37*b71 125000 2500 a37 b71 
a38*b81 125000 2500 a38 b81 
a39*b91 125000 2500 a39 b91 
a310*b101 125000 2500 a310 b101 
C31 10000 2500 a31*b11 a32*b21 a33*b31 a34*b41 a35*b51 a36*b61 a37*b71 a38*b81 a39*b91 a310*b101
a31*b12 125000 2500 a31 b12 
a32*b22 125000 2500 a32 b22 
a33*b32 125000 2500 a33 b32 
a34*b42 125000 2500 a34 b42 
a35*b52 125000 2500 a35 b52 
a36*b62 125000 2500 a36 b62 
a37*b72 125000 2500 a37 b72 
a38*b82 125000 2500 a38 b82 
a39*b92 125000 2500 a39 b92 
a310*b102 125000 2500 a310 b102 
C32 10000 2500 a31*b12 a32*b22 a33*b32 a34*b42 a35*b52 a36*b62 a37*b72 a38*b82 a39*b92 a310*b102
a31*b13 125000 2500 a31 b13 
a32*b23 125000 2500 a32 b23 
a33*b33 125000 2500 a33 b33 
a34*b43 125000 2500 a34 b43 
a35*b53 125000 2500 a35 b53 
a36*b63 125000 2500 a36 b63 
a37*b73 125000 2500 a37 b73 
a38*b83 125000 2500 a38 b83 
a39*b93 125000 2500 a39 b93 
a310*b103 125000 2500 a310 b103 
C33 10000 2500 a31*b13 a32*b23 a33*b33 a34*b43 a35*b53 a36*b63 a37*b73 a38*b83 a39*b93 a310*b103
a31*b14 125000 2500 a31 b14 
a32*b24 125000 2500 a32 b24 
a33*b34 125000 2500 a33 b34 
a34*b44 125000 2500 a34 b44 
a35*b54 125000 2500 a35 b54 
a36*b64 125000 2500 a36 b64 
a37*b74 125000 2500 a37 b74 
a38*b84 125000 2500 a38 b84 
a39*b94 125000 2500 a39 b94 
a310*b104 125000 2500 a310 b104 
C34 10000 2500 a31*b14 a32*b24 a33*b34 a34*b44 a35*b54 a36*b64 a37*b74 a38*b84 a39*b94 a310*b104
a31*b15 125000 2500 a31 b15 
a32*b25 125000 2500 a32 b25 
a33*b35 125000 2500 a33 b35 
a34*b45 125000 2500 a34 b45 
a35*b55 125000 2500 a35 b55 
a36*b65 125000 2500 a36 b65 
a37*b75 125000 2500 a37 b75 
a38*b85 125000 2500 a38 b85 
a39*b95 125000 2500 a39 b95 
a310*b105 125000 2500 a310 b105 
C35 10000 2500 a31*b15 a32*b25 a33*b35 a34*b45 a35*b55 a36*b65 a37*b75 a38*b85 a39*b95 a310*b105
a31*b16 125000 2500 a31 b16 
a32*b26 125000 2500 a32 b26 
a33*b36 125000 2500 a33 b36 
a34*b46 125000 2500 a34 b46 
a35*b56 125000 2500 a35 b56 
a36*b66 125000 2500 a36 b66 
a37*b76 125000 2500 a37 b76 
a38*b86 125000 2500 a38 b86 
a39*b96 125000 2500 a39 b96 
a310*b106 125000 2500 a310 b106 
C36 10000 2500 a31*b16 a32*b26 a33*b36 a34*b46 a35*b56 a36*b66 a37*b76 a38*b86 a39*b96 a310*b106
a31*b17 125000 2500 a31 b17 
a32*b27 125000 2500 a32 b27 
a33*b37 125000 2500 a33 b37 
a34*b47 125000 2500 a34 b47 
a35*b57 125000 2500 a35 b57 
a36*b67 125000 2500 a36 b67 
a37*b77 125000 2500 a37 b77 
a38*b87 125000 2500 a38 b87 
a39*b97 125000 2500 a39 b97 
a310*b107 125000 2500 a310 b107 
C37 10000 2500 a31*b17 a32*b27 a33*b37 a34*b47 a35*b57 a36*b67 a37*b77 a38*b87 a39*b97 a310*b107
a31*b18 125000 2500 a31 b18 
a32*b28 125000 2500 a32 b28 
a33*b38 125000 2500 a33 b38 
a34*b48 125000 2500 a34 b48 
a35*b58 125000 2500 a35 b58 
a36*b68 125000 2500 a36 b68 
a37*b78 125000 2500 a37 b78 
a38*b88 125000 2500 a38 b88 
a39*b98 125000 2500 a39 b98 
a310*b108 125000 2500 a310 b108 
C38 10000 2500 a31*b18 a32*b28 a33*b38 a34*b48 a35*b58 a36*b68 a37*b78 a38*b88 a39*b98 a310*b108
a31*b19 125000 2500 a31 b19 
a32*b29 125000 2500 a32 b29 
a33*b39 125000 2500 a33 b39 
a34*b49 125000 2500 a34 b49 
a35*b59 125000 2500 a35 b59 
a36*b69 125000 2500 a36 b69 
a37*b79 125000 2500 a37 b79 
a38*b89 125000 2500 a38 b89 
a39*b99 125000 2500 a39 b99 
a310*b109 125000 2500 a310 b109 
C39 10000 2500 a31*b19 a32*b29 a33*b39 a34*b49 a35*b59 a36*b69 a37*b79 a38*b89 a39*b99 a310*b109
a31*b110 125000 2500 a31 b110 
a32*b210 125000 2500 a32 b210 
a33*b310 125000 2500 a33 b310 
a34*b410 125000 2500 a34 b410 
a35*b510 125000 2500 a35 b510 
a36*b610 125000 2500 a36 b610 
a37*b710 125000 2500 a37 b710 
a38*b810 125000 2500 a38 b810 
a39*b910 125000 2500 a39 b910 
a310*b1010 125000 2500 a310 b1010 
C310 10000 2500 a31*b110 a32*b210 a33*b310 a34*b410 a35*b510 a36*b610 a37*b710 a38*b810 a39*b910 a310*b1010
a41*b11 125000 2500 a41 b11 
a42*b21 125000 2500 a42 b21 
a43*b31 125000 2500 a43 b31 
a44*b41 125000 2500 a44 b41 
a45*b51 125000 2500 a45 b51 
a46*b61 125000 2500 a46 b61 
a47*b71 125000 2500 a47 b71 
a48*b81 125000 2500 a48 b81 
a49*b91 125000 2500 a49 b91 
a410*b101 125000 2500 a410 b101 
C41 10000 2500 a41*b11 a42*b21 a43*b31 a44*b41 a45*b51 a46*b61 a47*b71 a48*b81 a49*b91 a410*b101
a41*b12 125000 2500 a41 b12 
a42*b22 125000 2500 a42 b22 
a43*b32 125000 2500 a43 b32 
a44*b42 125000 2500 a44 b42 
a45*b52 125000 2500 a45 b52 
a46*b62 125000 2500 a46 b62 
a47*b72 125000 2500 a47 b72 
a48*b82 125000 2500 a48 b82 
a49*b92 125000 2500 a49 b92 
a410*b102 125000 2500 a410 b102 
C42 10000 2500 a41*b12 a42*b22 a43*b32 a44*b42 a45*b52 a46*b62 a47*b72 a48*b82 a49*b92 a410*b102
a41*b13 125000 2500 a41 b13 
a42*b23 125000 2500 a42 b23 
a43*b33 125000 2500 a43 b33 
a44*b43 125000 2500 a44 b43 
a45*b53 125000 2500 a45 b53 
a46*b63 125000 2500 a46 b63 
a47*b73 125000 2500 a47 b73 
a48*b83 125000 2500 a48 b83 
a49*b93 125000 2500 a49 b93 
a410*b103 125000 2500 a410 b103 
C43 10000 2500 a41*b13 a42*b23 a43*b33 a44*b43 a45*b53 a46*b63 a47*b73 a48*b83 a49*b93 a410*b103
a41*b14 125000 2500 a41 b14 
a42*b24 125000 2500 a42 b24 
a43*b34 125000 2500 a43 b34 
a44*b44 125000 2500 a44 b44 
a45*b54 125000 2500 a45 b54 
a46*b64 125000 2500 a46 b64 
a47*b74 125000 2500 a47 b74 
a48*b84 125000 2500 a48 b84 
a49*b94 125000 2500 a49 b94 
a410*b104 125000 2500 a410 b104 
C44 10000 2500 a41*b14 a42*b24 a43*b34 a44*b44 a45*b54 a46*b64 a47*b74 a48*b84 a49*b94 a410*b104
a41*b15 125000 2500 a41 b15 
a42*b25 125000 2500 a42 b25 
a43*b35 125000 2500 a43 b35 
a44*b45 125000 2500 a44 b45 
a45*b55 125000 2500 a45 b55 
a46*b65 125000 2500 a46 b65 
a47*b75 125000 2500 a47 b75 
a48*b85 125000 2500 a48 b85 
a49*b95 125000 2500 a49 b95 
a410*b105 125000 2500 a410 b105 
C45 10000 2500 a41*b15 a42*b25 a43*b35 a44*b45 a45*b55 a46*b65 a47*b75 a48*b85 a49*b95 a410*b105
a41*b16 125000 2500 a41 b16 
a42*b26 125000 2500 a42 b26 
a43*b36 125000 2500 a43 b36 
a44*b46 125000 2500 a44 b46 
a45*b56 125000 2500 a45 b56 
a46*b66 125000 2500 a46 b66 
a47*b76 125000 2500 a47 b76 
a48*b86 125000 2500 a48 b86 
a49*b96 125000 2500 a49 b96 
a410*b106 125000 2500 a410 b106 
C46 10000 2500 a41*b16 a42*b26 a43*b36 a44*b46 a45*b56 a46*b66 a47*b76 a48*b86 a49*b96 a410*b106
a41*b17 125000 2500 a41 b17 
a42*b27 125000 2500 a42 b27 
a43*b37 125000 2500 a43 b37 
a44*b47 125000 2500 a44 b47 
a45*b57 125000 2500 a45 b57 
a46*b67 125000 2500 a46 b67 
a47*b77 125000 2500 a47 b77 
a48*b87 125000 2500 a48 b87 
a49*b97 125000 2500 a49 b97 
a410*b107 125000 2500 a410 b107 
C47 10000 2500 a41*b17 a42*b27 a43*b37 a44*b47 a45*b57 a46*b67 a47*b77 a48*b87 a49*b97 a410*b107
a41*b18 125000 2500 a41 b18 
a42*b28 125000 2500 a42 b28 
a43*b38 125000 2500 a43 b38 
a44*b48 125000 2500 a44 b48 
a45*b58 125000 2500 a45 b58 
a46*b68 125000 2500 a46 b68 
a47*b78 125000 2500 a47 b78 
a48*b88 125000 2500 a48 b88 
a49*b98 125000 2500 a49 b98 
a410*b108 125000 2500 a410 b108 
C48 10000 2500 a41*b18 a42*b28 a43*b38 a44*b48 a45*b58 a46*b68 a47*b78 a48*b88 a49*b98 a410*b108
a41*b19 125000 2500 a41 b19 
a42*b29 125000 2500 a42 b29 
a43*b39 125000 2500 a43 b39 
a44*b49 125000 2500 a44 b49 
a45*b59 125000 2500 a45 b59 
a46*b69 125000 2500 a46 b69 
a47*b79 125000 2500 a47 b79 
a48*b89 125000 2500 a48 b89 
a49*b99 125000 2500 a49 b99 
a410*b109 125000 2500 a410 b109 
C49 10000 2500 a41*b19 a42*b29 a43*b39 a44*b49 a45*b59 a46*b69 a47*b79 a48*b89 a49*b99 a410*b109
a41*b110 125000 2500 a41 b110 
a42*b210 125000 2500 a42 b210 
a43*b310 125000 2500 a43 b310 
a44*b410 125000 2500 a44 b410 
a45*b510 125000 2500 a45 b510 
a46*b610 125000 2500 a46 b610 
a47*b710 125000 2500 a47 b710 
a48*b810 125000 2500 a48 b810 
a49*b910 125000 2500 a49 b910 
a410*b1010 125000 2500 a410 b1010 
C410 10000 2500 a41*b110 a42*b210 a43*b310 a44*b410 a45*b510 a46*b610 a47*b710 a48*b810 a49*b910 a410*b1010
a51*b11 125000 2500 a51 b11 
a52*b21 125000 2500 a52 b21 
a53*b31 125000 2500 a53 b31 
a54*b41 125000 2500 a54 b41 
a55*b51 125000 2500 a55 b51 
a56*b61 125000 2500 a56 b61 
a57*b71 125000 2500 a57 b71 
a58*b81 125000 2500 a58 b81 
a59*b91 125000 2500 a59 b91 
a510*b101 125000 2500 a510 b101 
C51 10000 2500 a51*b11 a52*b21 a53*b31 a54*b41 a55*b51 a56*b61 a57*b71 a58*b81 a59*b91 a510*b101
a51*b12 125000 2500 a51 b12 
a52*b22 125000 2500 a52 b22 
a53*b32 125000 2500 a53 b32 
a54*b42 125000 2500 a54 b42 
a55*b52 125000 2500 a55 b52 
a56*b62 125000 2500 a56 b62 
a57*b72 125000 2500 a57 b72 
a58*b82 125000 2500 a58 b82 
a59*b92 125000 2500 a59 b92 
a510*b102 125000 2500 a510 b102 
C52 10000 2500 a51*b12 a52*b22 a53*b32 a54*b42 a55*b52 a56*b62 a57*b72 a58*b82 a59*b92 a510*b102
a51*b13 125000 2500 a51 b13 
a52*b23 125000 2500 a52 b23 
a53*b33 125000 2500 a53 b33 
a54*b43 125000 2500 a54 b43 
a55*b53 125000 2500 a55 b53 
a56*b63 125000 2500 a56 b63 
a57*b73 125000 2500 a57 b73 
a58*b83 125000 2500 a58 b83 
a59*b93 125000 2500 a59 b93 
a510*b103 125000 2500 a510 b103 
C53 10000 2500 a51*b13 a52*b23 a53*b33 a54*b43 a55*b53 a56*b63 a57*b73 a58*b83 a59*b93 a510*b103
a51*b14 125000 2500 a51 b14 
a52*b24 125000 2500 a52 b24 
a53*b34 125000 2500 a53 b34 
a54*b44 125000 2500 a54 b44 
a55*b54 125000 2500 a55 b54 
a56*b64 125000 2500 a56 b64 
a57*b74 125000 2500 a57 b74 
a58*b84 125000 2500 a58 b84 
a59*b94 125000 2500 a59 b94 
a510*b104 125000 2500 a510 b104 
