split-a 6272 3136 
b411 0 16 split-b 
b412 0 16 split-b 
b413 0 16 split-b 
b414 0 16 split-b 
b51 0 16 split-b 
b52 0 16 split-b 
b53 0 16 split-b 
b54 0 16 split-b 
b55 0 16 split-b 
b56 0 16 split-b 
b57 0 16 split-b 
b58 0 16 split-b 
b59 0 16 split-b 
b510 0 16 split-b 
b511 0 16 split-b 
b512 0 16 split-b 
b513 0 16 split-b 
b514 0 16 split-b 
b61 0 16 split-b 
b62 0 16 split-b 
b63 0 16 split-b 
b64 0 16 split-b 
b65 0 16 split-b 
b66 0 16 split-b 
b67 0 16 split-b 
b68 0 16 split-b 
b69 0 16 split-b 
b610 0 16 split-b 
b611 0 16 split-b 
b612 0 16 split-b 
b613 0 16 split-b 
b614 0 16 split-b 
b71 0 16 split-b 
b72 0 16 split-b 
b73 0 16 split-b 
b74 0 16 split-b 
b75 0 16 split-b 
b76 0 16 split-b 
b77 0 16 split-b 
b78 0 16 split-b 
b79 0 16 split-b 
b710 0 16 split-b 
b711 0 16 split-b 
b712 0 16 split-b 
b713 0 16 split-b 
b714 0 16 split-b 
b81 0 16 split-b 
b82 0 16 split-b 
b83 0 16 split-b 
b84 0 16 split-b 
b85 0 16 split-b 
b86 0 16 split-b 
b87 0 16 split-b 
b88 0 16 split-b 
b89 0 16 split-b 
b810 0 16 split-b 
b811 0 16 split-b 
b812 0 16 split-b 
b813 0 16 split-b 
b814 0 16 split-b 
b91 0 16 split-b 
b92 0 16 split-b 
b93 0 16 split-b 
b94 0 16 split-b 
b95 0 16 split-b 
b96 0 16 split-b 
b97 0 16 split-b 
b98 0 16 split-b 
b99 0 16 split-b 
b910 0 16 split-b 
b911 0 16 split-b 
b912 0 16 split-b 
b913 0 16 split-b 
b914 0 16 split-b 
b101 0 16 split-b 
b102 0 16 split-b 
b103 0 16 split-b 
b104 0 16 split-b 
b105 0 16 split-b 
b106 0 16 split-b 
b107 0 16 split-b 
b108 0 16 split-b 
b109 0 16 split-b 
b1010 0 16 split-b 
b1011 0 16 split-b 
b1012 0 16 split-b 
b1013 0 16 split-b 
b1014 0 16 split-b 
b111 0 16 split-b 
b112 0 16 split-b 
b113 0 16 split-b 
b114 0 16 split-b 
b115 0 16 split-b 
b116 0 16 split-b 
b117 0 16 split-b 
b118 0 16 split-b 
b119 0 16 split-b 
b1110 0 16 split-b 
b1111 0 16 split-b 
b1112 0 16 split-b 
b1113 0 16 split-b 
b1114 0 16 split-b 
b121 0 16 split-b 
b122 0 16 split-b 
b123 0 16 split-b 
b124 0 16 split-b 
b125 0 16 split-b 
b126 0 16 split-b 
b127 0 16 split-b 
b128 0 16 split-b 
b129 0 16 split-b 
b1210 0 16 split-b 
b1211 0 16 split-b 
b1212 0 16 split-b 
b1213 0 16 split-b 
b1214 0 16 split-b 
b131 0 16 split-b 
b132 0 16 split-b 
b133 0 16 split-b 
b134 0 16 split-b 
b135 0 16 split-b 
b136 0 16 split-b 
b137 0 16 split-b 
b138 0 16 split-b 
b139 0 16 split-b 
b1310 0 16 split-b 
b1311 0 16 split-b 
b1312 0 16 split-b 
b1313 0 16 split-b 
b1314 0 16 split-b 
b141 0 16 split-b 
b142 0 16 split-b 
b143 0 16 split-b 
b144 0 16 split-b 
b145 0 16 split-b 
b146 0 16 split-b 
b147 0 16 split-b 
b148 0 16 split-b 
b149 0 16 split-b 
b1410 0 16 split-b 
b1411 0 16 split-b 
b1412 0 16 split-b 
b1413 0 16 split-b 
b1414 0 16 split-b 
a11*b11 64 16 a11 b11 
a12*b21 64 16 a12 b21 
a13*b31 64 16 a13 b31 
a14*b41 64 16 a14 b41 
a15*b51 64 16 a15 b51 
a16*b61 64 16 a16 b61 
a17*b71 64 16 a17 b71 
a18*b81 64 16 a18 b81 
a19*b91 64 16 a19 b91 
a110*b101 64 16 a110 b101 
a111*b111 64 16 a111 b111 
a112*b121 64 16 a112 b121 
a113*b131 64 16 a113 b131 
a114*b141 64 16 a114 b141 
C11 64 16 a11*b11 a12*b21 a13*b31 a14*b41 a15*b51 a16*b61 a17*b71 a18*b81 a19*b91 a110*b101 a111*b111 a112*b121 a113*b131 a114*b141 
a11*b12 64 16 a11 b12 
a12*b22 64 16 a12 b22 
a13*b32 64 16 a13 b32 
a14*b42 64 16 a14 b42 
a15*b52 64 16 a15 b52 
a16*b62 64 16 a16 b62 
a17*b72 64 16 a17 b72 
a18*b82 64 16 a18 b82 
a19*b92 64 16 a19 b92 
a110*b102 64 16 a110 b102 
a111*b112 64 16 a111 b112 
a112*b122 64 16 a112 b122 
a113*b132 64 16 a113 b132 
a114*b142 64 16 a114 b142 
C12 64 16 a11*b12 a12*b22 a13*b32 a14*b42 a15*b52 a16*b62 a17*b72 a18*b82 a19*b92 a110*b102 a111*b112 a112*b122 a113*b132 a114*b142 
a11*b13 64 16 a11 b13 
a12*b23 64 16 a12 b23 
a13*b33 64 16 a13 b33 
a14*b43 64 16 a14 b43 
a15*b53 64 16 a15 b53 
a16*b63 64 16 a16 b63 
a17*b73 64 16 a17 b73 
a18*b83 64 16 a18 b83 
a19*b93 64 16 a19 b93 
a110*b103 64 16 a110 b103 
a111*b113 64 16 a111 b113 
a112*b123 64 16 a112 b123 
a113*b133 64 16 a113 b133 
a114*b143 64 16 a114 b143 
C13 64 16 a11*b13 a12*b23 a13*b33 a14*b43 a15*b53 a16*b63 a17*b73 a18*b83 a19*b93 a110*b103 a111*b113 a112*b123 a113*b133 a114*b143 
a11*b14 64 16 a11 b14 
a12*b24 64 16 a12 b24 
a13*b34 64 16 a13 b34 
a14*b44 64 16 a14 b44 
a15*b54 64 16 a15 b54 
a16*b64 64 16 a16 b64 
a17*b74 64 16 a17 b74 
a18*b84 64 16 a18 b84 
a19*b94 64 16 a19 b94 
a110*b104 64 16 a110 b104 
a111*b114 64 16 a111 b114 
a112*b124 64 16 a112 b124 
a113*b134 64 16 a113 b134 
a114*b144 64 16 a114 b144 
C14 64 16 a11*b14 a12*b24 a13*b34 a14*b44 a15*b54 a16*b64 a17*b74 a18*b84 a19*b94 a110*b104 a111*b114 a112*b124 a113*b134 a114*b144 
a11*b15 64 16 a11 b15 
a12*b25 64 16 a12 b25 
a13*b35 64 16 a13 b35 
a14*b45 64 16 a14 b45 
a15*b55 64 16 a15 b55 
a16*b65 64 16 a16 b65 
a17*b75 64 16 a17 b75 
a18*b85 64 16 a18 b85 
a19*b95 64 16 a19 b95 
a110*b105 64 16 a110 b105 
a111*b115 64 16 a111 b115 
a112*b125 64 16 a112 b125 
a113*b135 64 16 a113 b135 
a114*b145 64 16 a114 b145 
C15 64 16 a11*b15 a12*b25 a13*b35 a14*b45 a15*b55 a16*b65 a17*b75 a18*b85 a19*b95 a110*b105 a111*b115 a112*b125 a113*b135 a114*b145 
a11*b16 64 16 a11 b16 
a12*b26 64 16 a12 b26 
a13*b36 64 16 a13 b36 
a14*b46 64 16 a14 b46 
a15*b56 64 16 a15 b56 
a16*b66 64 16 a16 b66 
a17*b76 64 16 a17 b76 
a18*b86 64 16 a18 b86 
a19*b96 64 16 a19 b96 
a110*b106 64 16 a110 b106 
a111*b116 64 16 a111 b116 
a112*b126 64 16 a112 b126 
a113*b136 64 16 a113 b136 
a114*b146 64 16 a114 b146 
C16 64 16 a11*b16 a12*b26 a13*b36 a14*b46 a15*b56 a16*b66 a17*b76 a18*b86 a19*b96 a110*b106 a111*b116 a112*b126 a113*b136 a114*b146 
a11*b17 64 16 a11 b17 
a12*b27 64 16 a12 b27 
a13*b37 64 16 a13 b37 
a14*b47 64 16 a14 b47 
a15*b57 64 16 a15 b57 
a16*b67 64 16 a16 b67 
a17*b77 64 16 a17 b77 
a18*b87 64 16 a18 b87 
a19*b97 64 16 a19 b97 
a110*b107 64 16 a110 b107 
a111*b117 64 16 a111 b117 
a112*b127 64 16 a112 b127 
a113*b137 64 16 a113 b137 
a114*b147 64 16 a114 b147 
C17 64 16 a11*b17 a12*b27 a13*b37 a14*b47 a15*b57 a16*b67 a17*b77 a18*b87 a19*b97 a110*b107 a111*b117 a112*b127 a113*b137 a114*b147 
a11*b18 64 16 a11 b18 
a12*b28 64 16 a12 b28 
a13*b38 64 16 a13 b38 
a14*b48 64 16 a14 b48 
a15*b58 64 16 a15 b58 
a16*b68 64 16 a16 b68 
a17*b78 64 16 a17 b78 
a18*b88 64 16 a18 b88 
a19*b98 64 16 a19 b98 
a110*b108 64 16 a110 b108 
a111*b118 64 16 a111 b118 
a112*b128 64 16 a112 b128 
a113*b138 64 16 a113 b138 
a114*b148 64 16 a114 b148 
C18 64 16 a11*b18 a12*b28 a13*b38 a14*b48 a15*b58 a16*b68 a17*b78 a18*b88 a19*b98 a110*b108 a111*b118 a112*b128 a113*b138 a114*b148 
a11*b19 64 16 a11 b19 
a12*b29 64 16 a12 b29 
a13*b39 64 16 a13 b39 
a14*b49 64 16 a14 b49 
a15*b59 64 16 a15 b59 
a16*b69 64 16 a16 b69 
a17*b79 64 16 a17 b79 
a18*b89 64 16 a18 b89 
a19*b99 64 16 a19 b99 
a110*b109 64 16 a110 b109 
a111*b119 64 16 a111 b119 
a112*b129 64 16 a112 b129 
a113*b139 64 16 a113 b139 
a114*b149 64 16 a114 b149 
C19 64 16 a11*b19 a12*b29 a13*b39 a14*b49 a15*b59 a16*b69 a17*b79 a18*b89 a19*b99 a110*b109 a111*b119 a112*b129 a113*b139 a114*b149 
a11*b110 64 16 a11 b110 
a12*b210 64 16 a12 b210 
a13*b310 64 16 a13 b310 
a14*b410 64 16 a14 b410 
a15*b510 64 16 a15 b510 
a16*b610 64 16 a16 b610 
a17*b710 64 16 a17 b710 
a18*b810 64 16 a18 b810 
a19*b910 64 16 a19 b910 
a110*b1010 64 16 a110 b1010 
a111*b1110 64 16 a111 b1110 
a112*b1210 64 16 a112 b1210 
a113*b1310 64 16 a113 b1310 
a114*b1410 64 16 a114 b1410 
C110 64 16 a11*b110 a12*b210 a13*b310 a14*b410 a15*b510 a16*b610 a17*b710 a18*b810 a19*b910 a110*b1010 a111*b1110 a112*b1210 a113*b1310 a114*b1410 
a11*b111 64 16 a11 b111 
a12*b211 64 16 a12 b211 
a13*b311 64 16 a13 b311 
a14*b411 64 16 a14 b411 
a15*b511 64 16 a15 b511 
a16*b611 64 16 a16 b611 
a17*b711 64 16 a17 b711 
a18*b811 64 16 a18 b811 
a19*b911 64 16 a19 b911 
a110*b1011 64 16 a110 b1011 
a111*b1111 64 16 a111 b1111 
a112*b1211 64 16 a112 b1211 
a113*b1311 64 16 a113 b1311 
a114*b1411 64 16 a114 b1411 
C111 64 16 a11*b111 a12*b211 a13*b311 a14*b411 a15*b511 a16*b611 a17*b711 a18*b811 a19*b911 a110*b1011 a111*b1111 a112*b1211 a113*b1311 a114*b1411 
a11*b112 64 16 a11 b112 
a12*b212 64 16 a12 b212 
a13*b312 64 16 a13 b312 
a14*b412 64 16 a14 b412 
a15*b512 64 16 a15 b512 
a16*b612 64 16 a16 b612 
a17*b712 64 16 a17 b712 
a18*b812 64 16 a18 b812 
a19*b912 64 16 a19 b912 
a110*b1012 64 16 a110 b1012 
a111*b1112 64 16 a111 b1112 
a112*b1212 64 16 a112 b1212 
a113*b1312 64 16 a113 b1312 
a114*b1412 64 16 a114 b1412 
C112 64 16 a11*b112 a12*b212 a13*b312 a14*b412 a15*b512 a16*b612 a17*b712 a18*b812 a19*b912 a110*b1012 a111*b1112 a112*b1212 a113*b1312 a114*b1412 
a11*b113 64 16 a11 b113 
a12*b213 64 16 a12 b213 
a13*b313 64 16 a13 b313 
a14*b413 64 16 a14 b413 
a15*b513 64 16 a15 b513 
a16*b613 64 16 a16 b613 
a17*b713 64 16 a17 b713 
a18*b813 64 16 a18 b813 
a19*b913 64 16 a19 b913 
a110*b1013 64 16 a110 b1013 
a111*b1113 64 16 a111 b1113 
a112*b1213 64 16 a112 b1213 
a113*b1313 64 16 a113 b1313 
a114*b1413 64 16 a114 b1413 
C113 64 16 a11*b113 a12*b213 a13*b313 a14*b413 a15*b513 a16*b613 a17*b713 a18*b813 a19*b913 a110*b1013 a111*b1113 a112*b1213 a113*b1313 a114*b1413 
a11*b114 64 16 a11 b114 
a12*b214 64 16 a12 b214 
a13*b314 64 16 a13 b314 
a14*b414 64 16 a14 b414 
a15*b514 64 16 a15 b514 
a16*b614 64 16 a16 b614 
a17*b714 64 16 a17 b714 
a18*b814 64 16 a18 b814 
a19*b914 64 16 a19 b914 
a110*b1014 64 16 a110 b1014 
a111*b1114 64 16 a111 b1114 
a112*b1214 64 16 a112 b1214 
a113*b1314 64 16 a113 b1314 
a114*b1414 64 16 a114 b1414 
C114 64 16 a11*b114 a12*b214 a13*b314 a14*b414 a15*b514 a16*b614 a17*b714 a18*b814 a19*b914 a110*b1014 a111*b1114 a112*b1214 a113*b1314 a114*b1414 
a21*b11 64 16 a21 b11 
a22*b21 64 16 a22 b21 
a23*b31 64 16 a23 b31 
a24*b41 64 16 a24 b41 
a25*b51 64 16 a25 b51 
a26*b61 64 16 a26 b61 
a27*b71 64 16 a27 b71 
a28*b81 64 16 a28 b81 
a29*b91 64 16 a29 b91 
a210*b101 64 16 a210 b101 
a211*b111 64 16 a211 b111 
a212*b121 64 16 a212 b121 
a213*b131 64 16 a213 b131 
a214*b141 64 16 a214 b141 
C21 64 16 a21*b11 a22*b21 a23*b31 a24*b41 a25*b51 a26*b61 a27*b71 a28*b81 a29*b91 a210*b101 a211*b111 a212*b121 a213*b131 a214*b141 
a21*b12 64 16 a21 b12 
a22*b22 64 16 a22 b22 
a23*b32 64 16 a23 b32 
a24*b42 64 16 a24 b42 
a25*b52 64 16 a25 b52 
a26*b62 64 16 a26 b62 
a27*b72 64 16 a27 b72 
a28*b82 64 16 a28 b82 
a29*b92 64 16 a29 b92 
a210*b102 64 16 a210 b102 
a211*b112 64 16 a211 b112 
a212*b122 64 16 a212 b122 
a213*b132 64 16 a213 b132 
a214*b142 64 16 a214 b142 
C22 64 16 a21*b12 a22*b22 a23*b32 a24*b42 a25*b52 a26*b62 a27*b72 a28*b82 a29*b92 a210*b102 a211*b112 a212*b122 a213*b132 a214*b142 
a21*b13 64 16 a21 b13 
a22*b23 64 16 a22 b23 
a23*b33 64 16 a23 b33 
a24*b43 64 16 a24 b43 
a25*b53 64 16 a25 b53 
a26*b63 64 16 a26 b63 
a27*b73 64 16 a27 b73 
a28*b83 64 16 a28 b83 
a29*b93 64 16 a29 b93 
a210*b103 64 16 a210 b103 
a211*b113 64 16 a211 b113 
a212*b123 64 16 a212 b123 
a213*b133 64 16 a213 b133 
a214*b143 64 16 a214 b143 
C23 64 16 a21*b13 a22*b23 a23*b33 a24*b43 a25*b53 a26*b63 a27*b73 a28*b83 a29*b93 a210*b103 a211*b113 a212*b123 a213*b133 a214*b143 
a21*b14 64 16 a21 b14 
a22*b24 64 16 a22 b24 
a23*b34 64 16 a23 b34 
a24*b44 64 16 a24 b44 
a25*b54 64 16 a25 b54 
a26*b64 64 16 a26 b64 
a27*b74 64 16 a27 b74 
a28*b84 64 16 a28 b84 
a29*b94 64 16 a29 b94 
a210*b104 64 16 a210 b104 
a211*b114 64 16 a211 b114 
a212*b124 64 16 a212 b124 
a213*b134 64 16 a213 b134 
a214*b144 64 16 a214 b144 
C24 64 16 a21*b14 a22*b24 a23*b34 a24*b44 a25*b54 a26*b64 a27*b74 a28*b84 a29*b94 a210*b104 a211*b114 a212*b124 a213*b134 a214*b144 
a21*b15 64 16 a21 b15 
a22*b25 64 16 a22 b25 
a23*b35 64 16 a23 b35 
a24*b45 64 16 a24 b45 
a25*b55 64 16 a25 b55 
a26*b65 64 16 a26 b65 
a27*b75 64 16 a27 b75 
a28*b85 64 16 a28 b85 
a29*b95 64 16 a29 b95 
a210*b105 64 16 a210 b105 
a211*b115 64 16 a211 b115 
a212*b125 64 16 a212 b125 
a213*b135 64 16 a213 b135 
a214*b145 64 16 a214 b145 
C25 64 16 a21*b15 a22*b25 a23*b35 a24*b45 a25*b55 a26*b65 a27*b75 a28*b85 a29*b95 a210*b105 a211*b115 a212*b125 a213*b135 a214*b145 
a21*b16 64 16 a21 b16 
a22*b26 64 16 a22 b26 
a23*b36 64 16 a23 b36 
a24*b46 64 16 a24 b46 
a25*b56 64 16 a25 b56 
a26*b66 64 16 a26 b66 
a27*b76 64 16 a27 b76 
a28*b86 64 16 a28 b86 
a29*b96 64 16 a29 b96 
a210*b106 64 16 a210 b106 
a211*b116 64 16 a211 b116 
a212*b126 64 16 a212 b126 
a213*b136 64 16 a213 b136 
a214*b146 64 16 a214 b146 
C26 64 16 a21*b16 a22*b26 a23*b36 a24*b46 a25*b56 a26*b66 a27*b76 a28*b86 a29*b96 a210*b106 a211*b116 a212*b126 a213*b136 a214*b146 
a21*b17 64 16 a21 b17 
a22*b27 64 16 a22 b27 
a23*b37 64 16 a23 b37 
a24*b47 64 16 a24 b47 
a25*b57 64 16 a25 b57 
a26*b67 64 16 a26 b67 
a27*b77 64 16 a27 b77 
a28*b87 64 16 a28 b87 
a29*b97 64 16 a29 b97 
a210*b107 64 16 a210 b107 
a211*b117 64 16 a211 b117 
a212*b127 64 16 a212 b127 
a213*b137 64 16 a213 b137 
a214*b147 64 16 a214 b147 
C27 64 16 a21*b17 a22*b27 a23*b37 a24*b47 a25*b57 a26*b67 a27*b77 a28*b87 a29*b97 a210*b107 a211*b117 a212*b127 a213*b137 a214*b147 
a21*b18 64 16 a21 b18 
a22*b28 64 16 a22 b28 
a23*b38 64 16 a23 b38 
a24*b48 64 16 a24 b48 
a25*b58 64 16 a25 b58 
a26*b68 64 16 a26 b68 
a27*b78 64 16 a27 b78 
a28*b88 64 16 a28 b88 
a29*b98 64 16 a29 b98 
a210*b108 64 16 a210 b108 
a211*b118 64 16 a211 b118 
a212*b128 64 16 a212 b128 
a213*b138 64 16 a213 b138 
a214*b148 64 16 a214 b148 
C28 64 16 a21*b18 a22*b28 a23*b38 a24*b48 a25*b58 a26*b68 a27*b78 a28*b88 a29*b98 a210*b108 a211*b118 a212*b128 a213*b138 a214*b148 
a21*b19 64 16 a21 b19 
a22*b29 64 16 a22 b29 
a23*b39 64 16 a23 b39 
a24*b49 64 16 a24 b49 
a25*b59 64 16 a25 b59 
a26*b69 64 16 a26 b69 
a27*b79 64 16 a27 b79 
a28*b89 64 16 a28 b89 
a29*b99 64 16 a29 b99 
a210*b109 64 16 a210 b109 
a211*b119 64 16 a211 b119 
a212*b129 64 16 a212 b129 
a213*b139 64 16 a213 b139 
a214*b149 64 16 a214 b149 
C29 64 16 a21*b19 a22*b29 a23*b39 a24*b49 a25*b59 a26*b69 a27*b79 a28*b89 a29*b99 a210*b109 a211*b119 a212*b129 a213*b139 a214*b149 
a21*b110 64 16 a21 b110 
a22*b210 64 16 a22 b210 
a23*b310 64 16 a23 b310 
a24*b410 64 16 a24 b410 
a25*b510 64 16 a25 b510 
a26*b610 64 16 a26 b610 
a27*b710 64 16 a27 b710 
a28*b810 64 16 a28 b810 
a29*b910 64 16 a29 b910 
a210*b1010 64 16 a210 b1010 
a211*b1110 64 16 a211 b1110 
a212*b1210 64 16 a212 b1210 
a213*b1310 64 16 a213 b1310 
a214*b1410 64 16 a214 b1410 
C210 64 16 a21*b110 a22*b210 a23*b310 a24*b410 a25*b510 a26*b610 a27*b710 a28*b810 a29*b910 a210*b1010 a211*b1110 a212*b1210 a213*b1310 a214*b1410 
a21*b111 64 16 a21 b111 
a22*b211 64 16 a22 b211 
a23*b311 64 16 a23 b311 
a24*b411 64 16 a24 b411 
a25*b511 64 16 a25 b511 
a26*b611 64 16 a26 b611 
a27*b711 64 16 a27 b711 
a28*b811 64 16 a28 b811 
a29*b911 64 16 a29 b911 
a210*b1011 64 16 a210 b1011 
a211*b1111 64 16 a211 b1111 
a212*b1211 64 16 a212 b1211 
a213*b1311 64 16 a213 b1311 
a214*b1411 64 16 a214 b1411 
C211 64 16 a21*b111 a22*b211 a23*b311 a24*b411 a25*b511 a26*b611 a27*b711 a28*b811 a29*b911 a210*b1011 a211*b1111 a212*b1211 a213*b1311 a214*b1411 
a21*b112 64 16 a21 b112 
a22*b212 64 16 a22 b212 
a23*b312 64 16 a23 b312 
a24*b412 64 16 a24 b412 
a25*b512 64 16 a25 b512 
a26*b612 64 16 a26 b612 
a27*b712 64 16 a27 b712 
a28*b812 64 16 a28 b812 
a29*b912 64 16 a29 b912 
a210*b1012 64 16 a210 b1012 
a211*b1112 64 16 a211 b1112 
a212*b1212 64 16 a212 b1212 
a213*b1312 64 16 a213 b1312 
a214*b1412 64 16 a214 b1412 
C212 64 16 a21*b112 a22*b212 a23*b312 a24*b412 a25*b512 a26*b612 a27*b712 a28*b812 a29*b912 a210*b1012 a211*b1112 a212*b1212 a213*b1312 a214*b1412 
a21*b113 64 16 a21 b113 
a22*b213 64 16 a22 b213 
a23*b313 64 16 a23 b313 
a24*b413 64 16 a24 b413 
a25*b513 64 16 a25 b513 
a26*b613 64 16 a26 b613 
a27*b713 64 16 a27 b713 
a28*b813 64 16 a28 b813 
a29*b913 64 16 a29 b913 
a210*b1013 64 16 a210 b1013 
a211*b1113 64 16 a211 b1113 
a212*b1213 64 16 a212 b1213 
a213*b1313 64 16 a213 b1313 
a214*b1413 64 16 a214 b1413 
C213 64 16 a21*b113 a22*b213 a23*b313 a24*b413 a25*b513 a26*b613 a27*b713 a28*b813 a29*b913 a210*b1013 a211*b1113 a212*b1213 a213*b1313 a214*b1413 
a21*b114 64 16 a21 b114 
a22*b214 64 16 a22 b214 
a23*b314 64 16 a23 b314 
a24*b414 64 16 a24 b414 
a25*b514 64 16 a25 b514 
a26*b614 64 16 a26 b614 
a27*b714 64 16 a27 b714 
a28*b814 64 16 a28 b814 
a29*b914 64 16 a29 b914 
