split-a 1152 576 
b99 0 4 split-b 
b910 0 4 split-b 
b911 0 4 split-b 
b912 0 4 split-b 
b101 0 4 split-b 
b102 0 4 split-b 
b103 0 4 split-b 
b104 0 4 split-b 
b105 0 4 split-b 
b106 0 4 split-b 
b107 0 4 split-b 
b108 0 4 split-b 
b109 0 4 split-b 
b1010 0 4 split-b 
b1011 0 4 split-b 
b1012 0 4 split-b 
b111 0 4 split-b 
b112 0 4 split-b 
b113 0 4 split-b 
b114 0 4 split-b 
b115 0 4 split-b 
b116 0 4 split-b 
b117 0 4 split-b 
b118 0 4 split-b 
b119 0 4 split-b 
b1110 0 4 split-b 
b1111 0 4 split-b 
b1112 0 4 split-b 
b121 0 4 split-b 
b122 0 4 split-b 
b123 0 4 split-b 
b124 0 4 split-b 
b125 0 4 split-b 
b126 0 4 split-b 
b127 0 4 split-b 
b128 0 4 split-b 
b129 0 4 split-b 
b1210 0 4 split-b 
b1211 0 4 split-b 
b1212 0 4 split-b 
a11*b11 8 4 a11 b11 
a12*b21 8 4 a12 b21 
a13*b31 8 4 a13 b31 
a14*b41 8 4 a14 b41 
a15*b51 8 4 a15 b51 
a16*b61 8 4 a16 b61 
a17*b71 8 4 a17 b71 
a18*b81 8 4 a18 b81 
a19*b91 8 4 a19 b91 
a110*b101 8 4 a110 b101 
a111*b111 8 4 a111 b111 
a112*b121 8 4 a112 b121 
C11 16 4 a11*b11 a12*b21 a13*b31 a14*b41 a15*b51 a16*b61 a17*b71 a18*b81 a19*b91 a110*b101 a111*b111 a112*b121 
a11*b12 8 4 a11 b12 
a12*b22 8 4 a12 b22 
a13*b32 8 4 a13 b32 
a14*b42 8 4 a14 b42 
a15*b52 8 4 a15 b52 
a16*b62 8 4 a16 b62 
a17*b72 8 4 a17 b72 
a18*b82 8 4 a18 b82 
a19*b92 8 4 a19 b92 
a110*b102 8 4 a110 b102 
a111*b112 8 4 a111 b112 
a112*b122 8 4 a112 b122 
C12 16 4 a11*b12 a12*b22 a13*b32 a14*b42 a15*b52 a16*b62 a17*b72 a18*b82 a19*b92 a110*b102 a111*b112 a112*b122 
a11*b13 8 4 a11 b13 
a12*b23 8 4 a12 b23 
a13*b33 8 4 a13 b33 
a14*b43 8 4 a14 b43 
a15*b53 8 4 a15 b53 
a16*b63 8 4 a16 b63 
a17*b73 8 4 a17 b73 
a18*b83 8 4 a18 b83 
a19*b93 8 4 a19 b93 
a110*b103 8 4 a110 b103 
a111*b113 8 4 a111 b113 
a112*b123 8 4 a112 b123 
C13 16 4 a11*b13 a12*b23 a13*b33 a14*b43 a15*b53 a16*b63 a17*b73 a18*b83 a19*b93 a110*b103 a111*b113 a112*b123 
a11*b14 8 4 a11 b14 
a12*b24 8 4 a12 b24 
a13*b34 8 4 a13 b34 
a14*b44 8 4 a14 b44 
a15*b54 8 4 a15 b54 
a16*b64 8 4 a16 b64 
a17*b74 8 4 a17 b74 
a18*b84 8 4 a18 b84 
a19*b94 8 4 a19 b94 
a110*b104 8 4 a110 b104 
a111*b114 8 4 a111 b114 
a112*b124 8 4 a112 b124 
C14 16 4 a11*b14 a12*b24 a13*b34 a14*b44 a15*b54 a16*b64 a17*b74 a18*b84 a19*b94 a110*b104 a111*b114 a112*b124 
a11*b15 8 4 a11 b15 
a12*b25 8 4 a12 b25 
a13*b35 8 4 a13 b35 
a14*b45 8 4 a14 b45 
a15*b55 8 4 a15 b55 
a16*b65 8 4 a16 b65 
a17*b75 8 4 a17 b75 
a18*b85 8 4 a18 b85 
a19*b95 8 4 a19 b95 
a110*b105 8 4 a110 b105 
a111*b115 8 4 a111 b115 
a112*b125 8 4 a112 b125 
C15 16 4 a11*b15 a12*b25 a13*b35 a14*b45 a15*b55 a16*b65 a17*b75 a18*b85 a19*b95 a110*b105 a111*b115 a112*b125 
a11*b16 8 4 a11 b16 
a12*b26 8 4 a12 b26 
a13*b36 8 4 a13 b36 
a14*b46 8 4 a14 b46 
a15*b56 8 4 a15 b56 
a16*b66 8 4 a16 b66 
a17*b76 8 4 a17 b76 
a18*b86 8 4 a18 b86 
a19*b96 8 4 a19 b96 
a110*b106 8 4 a110 b106 
a111*b116 8 4 a111 b116 
a112*b126 8 4 a112 b126 
C16 16 4 a11*b16 a12*b26 a13*b36 a14*b46 a15*b56 a16*b66 a17*b76 a18*b86 a19*b96 a110*b106 a111*b116 a112*b126 
a11*b17 8 4 a11 b17 
a12*b27 8 4 a12 b27 
a13*b37 8 4 a13 b37 
a14*b47 8 4 a14 b47 
a15*b57 8 4 a15 b57 
a16*b67 8 4 a16 b67 
a17*b77 8 4 a17 b77 
a18*b87 8 4 a18 b87 
a19*b97 8 4 a19 b97 
a110*b107 8 4 a110 b107 
a111*b117 8 4 a111 b117 
a112*b127 8 4 a112 b127 
C17 16 4 a11*b17 a12*b27 a13*b37 a14*b47 a15*b57 a16*b67 a17*b77 a18*b87 a19*b97 a110*b107 a111*b117 a112*b127 
a11*b18 8 4 a11 b18 
a12*b28 8 4 a12 b28 
a13*b38 8 4 a13 b38 
a14*b48 8 4 a14 b48 
a15*b58 8 4 a15 b58 
a16*b68 8 4 a16 b68 
a17*b78 8 4 a17 b78 
a18*b88 8 4 a18 b88 
a19*b98 8 4 a19 b98 
a110*b108 8 4 a110 b108 
a111*b118 8 4 a111 b118 
a112*b128 8 4 a112 b128 
C18 16 4 a11*b18 a12*b28 a13*b38 a14*b48 a15*b58 a16*b68 a17*b78 a18*b88 a19*b98 a110*b108 a111*b118 a112*b128 
a11*b19 8 4 a11 b19 
a12*b29 8 4 a12 b29 
a13*b39 8 4 a13 b39 
a14*b49 8 4 a14 b49 
a15*b59 8 4 a15 b59 
a16*b69 8 4 a16 b69 
a17*b79 8 4 a17 b79 
a18*b89 8 4 a18 b89 
a19*b99 8 4 a19 b99 
a110*b109 8 4 a110 b109 
a111*b119 8 4 a111 b119 
a112*b129 8 4 a112 b129 
C19 16 4 a11*b19 a12*b29 a13*b39 a14*b49 a15*b59 a16*b69 a17*b79 a18*b89 a19*b99 a110*b109 a111*b119 a112*b129 
a11*b110 8 4 a11 b110 
a12*b210 8 4 a12 b210 
a13*b310 8 4 a13 b310 
a14*b410 8 4 a14 b410 
a15*b510 8 4 a15 b510 
a16*b610 8 4 a16 b610 
a17*b710 8 4 a17 b710 
a18*b810 8 4 a18 b810 
a19*b910 8 4 a19 b910 
a110*b1010 8 4 a110 b1010 
a111*b1110 8 4 a111 b1110 
a112*b1210 8 4 a112 b1210 
C110 16 4 a11*b110 a12*b210 a13*b310 a14*b410 a15*b510 a16*b610 a17*b710 a18*b810 a19*b910 a110*b1010 a111*b1110 a112*b1210 
a11*b111 8 4 a11 b111 
a12*b211 8 4 a12 b211 
a13*b311 8 4 a13 b311 
a14*b411 8 4 a14 b411 
a15*b511 8 4 a15 b511 
a16*b611 8 4 a16 b611 
a17*b711 8 4 a17 b711 
a18*b811 8 4 a18 b811 
a19*b911 8 4 a19 b911 
a110*b1011 8 4 a110 b1011 
a111*b1111 8 4 a111 b1111 
a112*b1211 8 4 a112 b1211 
C111 16 4 a11*b111 a12*b211 a13*b311 a14*b411 a15*b511 a16*b611 a17*b711 a18*b811 a19*b911 a110*b1011 a111*b1111 a112*b1211 
a11*b112 8 4 a11 b112 
a12*b212 8 4 a12 b212 
a13*b312 8 4 a13 b312 
a14*b412 8 4 a14 b412 
a15*b512 8 4 a15 b512 
a16*b612 8 4 a16 b612 
a17*b712 8 4 a17 b712 
a18*b812 8 4 a18 b812 
a19*b912 8 4 a19 b912 
a110*b1012 8 4 a110 b1012 
a111*b1112 8 4 a111 b1112 
a112*b1212 8 4 a112 b1212 
C112 16 4 a11*b112 a12*b212 a13*b312 a14*b412 a15*b512 a16*b612 a17*b712 a18*b812 a19*b912 a110*b1012 a111*b1112 a112*b1212 
a21*b11 8 4 a21 b11 
a22*b21 8 4 a22 b21 
a23*b31 8 4 a23 b31 
a24*b41 8 4 a24 b41 
a25*b51 8 4 a25 b51 
a26*b61 8 4 a26 b61 
a27*b71 8 4 a27 b71 
a28*b81 8 4 a28 b81 
a29*b91 8 4 a29 b91 
a210*b101 8 4 a210 b101 
a211*b111 8 4 a211 b111 
a212*b121 8 4 a212 b121 
C21 16 4 a21*b11 a22*b21 a23*b31 a24*b41 a25*b51 a26*b61 a27*b71 a28*b81 a29*b91 a210*b101 a211*b111 a212*b121 
a21*b12 8 4 a21 b12 
a22*b22 8 4 a22 b22 
a23*b32 8 4 a23 b32 
a24*b42 8 4 a24 b42 
a25*b52 8 4 a25 b52 
a26*b62 8 4 a26 b62 
a27*b72 8 4 a27 b72 
a28*b82 8 4 a28 b82 
a29*b92 8 4 a29 b92 
a210*b102 8 4 a210 b102 
a211*b112 8 4 a211 b112 
a212*b122 8 4 a212 b122 
C22 16 4 a21*b12 a22*b22 a23*b32 a24*b42 a25*b52 a26*b62 a27*b72 a28*b82 a29*b92 a210*b102 a211*b112 a212*b122 
a21*b13 8 4 a21 b13 
a22*b23 8 4 a22 b23 
a23*b33 8 4 a23 b33 
a24*b43 8 4 a24 b43 
a25*b53 8 4 a25 b53 
a26*b63 8 4 a26 b63 
a27*b73 8 4 a27 b73 
a28*b83 8 4 a28 b83 
a29*b93 8 4 a29 b93 
a210*b103 8 4 a210 b103 
a211*b113 8 4 a211 b113 
a212*b123 8 4 a212 b123 
C23 16 4 a21*b13 a22*b23 a23*b33 a24*b43 a25*b53 a26*b63 a27*b73 a28*b83 a29*b93 a210*b103 a211*b113 a212*b123 
a21*b14 8 4 a21 b14 
a22*b24 8 4 a22 b24 
a23*b34 8 4 a23 b34 
a24*b44 8 4 a24 b44 
a25*b54 8 4 a25 b54 
a26*b64 8 4 a26 b64 
a27*b74 8 4 a27 b74 
a28*b84 8 4 a28 b84 
a29*b94 8 4 a29 b94 
a210*b104 8 4 a210 b104 
a211*b114 8 4 a211 b114 
a212*b124 8 4 a212 b124 
C24 16 4 a21*b14 a22*b24 a23*b34 a24*b44 a25*b54 a26*b64 a27*b74 a28*b84 a29*b94 a210*b104 a211*b114 a212*b124 
a21*b15 8 4 a21 b15 
a22*b25 8 4 a22 b25 
a23*b35 8 4 a23 b35 
a24*b45 8 4 a24 b45 
a25*b55 8 4 a25 b55 
a26*b65 8 4 a26 b65 
a27*b75 8 4 a27 b75 
a28*b85 8 4 a28 b85 
a29*b95 8 4 a29 b95 
a210*b105 8 4 a210 b105 
a211*b115 8 4 a211 b115 
a212*b125 8 4 a212 b125 
C25 16 4 a21*b15 a22*b25 a23*b35 a24*b45 a25*b55 a26*b65 a27*b75 a28*b85 a29*b95 a210*b105 a211*b115 a212*b125 
a21*b16 8 4 a21 b16 
a22*b26 8 4 a22 b26 
a23*b36 8 4 a23 b36 
a24*b46 8 4 a24 b46 
a25*b56 8 4 a25 b56 
a26*b66 8 4 a26 b66 
a27*b76 8 4 a27 b76 
a28*b86 8 4 a28 b86 
a29*b96 8 4 a29 b96 
a210*b106 8 4 a210 b106 
a211*b116 8 4 a211 b116 
a212*b126 8 4 a212 b126 
C26 16 4 a21*b16 a22*b26 a23*b36 a24*b46 a25*b56 a26*b66 a27*b76 a28*b86 a29*b96 a210*b106 a211*b116 a212*b126 
a21*b17 8 4 a21 b17 
a22*b27 8 4 a22 b27 
a23*b37 8 4 a23 b37 
a24*b47 8 4 a24 b47 
a25*b57 8 4 a25 b57 
a26*b67 8 4 a26 b67 
a27*b77 8 4 a27 b77 
a28*b87 8 4 a28 b87 
a29*b97 8 4 a29 b97 
a210*b107 8 4 a210 b107 
a211*b117 8 4 a211 b117 
a212*b127 8 4 a212 b127 
C27 16 4 a21*b17 a22*b27 a23*b37 a24*b47 a25*b57 a26*b67 a27*b77 a28*b87 a29*b97 a210*b107 a211*b117 a212*b127 
a21*b18 8 4 a21 b18 
a22*b28 8 4 a22 b28 
a23*b38 8 4 a23 b38 
a24*b48 8 4 a24 b48 
a25*b58 8 4 a25 b58 
a26*b68 8 4 a26 b68 
a27*b78 8 4 a27 b78 
a28*b88 8 4 a28 b88 
a29*b98 8 4 a29 b98 
a210*b108 8 4 a210 b108 
a211*b118 8 4 a211 b118 
a212*b128 8 4 a212 b128 
C28 16 4 a21*b18 a22*b28 a23*b38 a24*b48 a25*b58 a26*b68 a27*b78 a28*b88 a29*b98 a210*b108 a211*b118 a212*b128 
a21*b19 8 4 a21 b19 
a22*b29 8 4 a22 b29 
a23*b39 8 4 a23 b39 
a24*b49 8 4 a24 b49 
a25*b59 8 4 a25 b59 
a26*b69 8 4 a26 b69 
a27*b79 8 4 a27 b79 
a28*b89 8 4 a28 b89 
a29*b99 8 4 a29 b99 
a210*b109 8 4 a210 b109 
a211*b119 8 4 a211 b119 
a212*b129 8 4 a212 b129 
C29 16 4 a21*b19 a22*b29 a23*b39 a24*b49 a25*b59 a26*b69 a27*b79 a28*b89 a29*b99 a210*b109 a211*b119 a212*b129 
a21*b110 8 4 a21 b110 
a22*b210 8 4 a22 b210 
a23*b310 8 4 a23 b310 
a24*b410 8 4 a24 b410 
a25*b510 8 4 a25 b510 
a26*b610 8 4 a26 b610 
a27*b710 8 4 a27 b710 
a28*b810 8 4 a28 b810 
a29*b910 8 4 a29 b910 
a210*b1010 8 4 a210 b1010 
a211*b1110 8 4 a211 b1110 
a212*b1210 8 4 a212 b1210 
C210 16 4 a21*b110 a22*b210 a23*b310 a24*b410 a25*b510 a26*b610 a27*b710 a28*b810 a29*b910 a210*b1010 a211*b1110 a212*b1210 
a21*b111 8 4 a21 b111 
a22*b211 8 4 a22 b211 
a23*b311 8 4 a23 b311 
a24*b411 8 4 a24 b411 
a25*b511 8 4 a25 b511 
a26*b611 8 4 a26 b611 
a27*b711 8 4 a27 b711 
a28*b811 8 4 a28 b811 
a29*b911 8 4 a29 b911 
a210*b1011 8 4 a210 b1011 
a211*b1111 8 4 a211 b1111 
a212*b1211 8 4 a212 b1211 
C211 16 4 a21*b111 a22*b211 a23*b311 a24*b411 a25*b511 a26*b611 a27*b711 a28*b811 a29*b911 a210*b1011 a211*b1111 a212*b1211 
a21*b112 8 4 a21 b112 
a22*b212 8 4 a22 b212 
a23*b312 8 4 a23 b312 
a24*b412 8 4 a24 b412 
a25*b512 8 4 a25 b512 
a26*b612 8 4 a26 b612 
a27*b712 8 4 a27 b712 
a28*b812 8 4 a28 b812 
a29*b912 8 4 a29 b912 
a210*b1012 8 4 a210 b1012 
a211*b1112 8 4 a211 b1112 
a212*b1212 8 4 a212 b1212 
C212 16 4 a21*b112 a22*b212 a23*b312 a24*b412 a25*b512 a26*b612 a27*b712 a28*b812 a29*b912 a210*b1012 a211*b1112 a212*b1212 
a31*b11 8 4 a31 b11 
a32*b21 8 4 a32 b21 
a33*b31 8 4 a33 b31 
a34*b41 8 4 a34 b41 
a35*b51 8 4 a35 b51 
a36*b61 8 4 a36 b61 
a37*b71 8 4 a37 b71 
a38*b81 8 4 a38 b81 
a39*b91 8 4 a39 b91 
a310*b101 8 4 a310 b101 
a311*b111 8 4 a311 b111 
a312*b121 8 4 a312 b121 
C31 16 4 a31*b11 a32*b21 a33*b31 a34*b41 a35*b51 a36*b61 a37*b71 a38*b81 a39*b91 a310*b101 a311*b111 a312*b121 
a31*b12 8 4 a31 b12 
a32*b22 8 4 a32 b22 
a33*b32 8 4 a33 b32 
a34*b42 8 4 a34 b42 
a35*b52 8 4 a35 b52 
a36*b62 8 4 a36 b62 
a37*b72 8 4 a37 b72 
a38*b82 8 4 a38 b82 
a39*b92 8 4 a39 b92 
a310*b102 8 4 a310 b102 
a311*b112 8 4 a311 b112 
a312*b122 8 4 a312 b122 
C32 16 4 a31*b12 a32*b22 a33*b32 a34*b42 a35*b52 a36*b62 a37*b72 a38*b82 a39*b92 a310*b102 a311*b112 a312*b122 
a31*b13 8 4 a31 b13 
a32*b23 8 4 a32 b23 
a33*b33 8 4 a33 b33 
a34*b43 8 4 a34 b43 
a35*b53 8 4 a35 b53 
a36*b63 8 4 a36 b63 
a37*b73 8 4 a37 b73 
a38*b83 8 4 a38 b83 
a39*b93 8 4 a39 b93 
a310*b103 8 4 a310 b103 
a311*b113 8 4 a311 b113 
a312*b123 8 4 a312 b123 
C33 16 4 a31*b13 a32*b23 a33*b33 a34*b43 a35*b53 a36*b63 a37*b73 a38*b83 a39*b93 a310*b103 a311*b113 a312*b123 
a31*b14 8 4 a31 b14 
a32*b24 8 4 a32 b24 
a33*b34 8 4 a33 b34 
a34*b44 8 4 a34 b44 
a35*b54 8 4 a35 b54 
a36*b64 8 4 a36 b64 
a37*b74 8 4 a37 b74 
a38*b84 8 4 a38 b84 
a39*b94 8 4 a39 b94 
a310*b104 8 4 a310 b104 
a311*b114 8 4 a311 b114 
a312*b124 8 4 a312 b124 
C34 16 4 a31*b14 a32*b24 a33*b34 a34*b44 a35*b54 a36*b64 a37*b74 a38*b84 a39*b94 a310*b104 a311*b114 a312*b124 
a31*b15 8 4 a31 b15 
a32*b25 8 4 a32 b25 
a33*b35 8 4 a33 b35 
a34*b45 8 4 a34 b45 
a35*b55 8 4 a35 b55 
a36*b65 8 4 a36 b65 
a37*b75 8 4 a37 b75 
a38*b85 8 4 a38 b85 
a39*b95 8 4 a39 b95 
a310*b105 8 4 a310 b105 
a311*b115 8 4 a311 b115 
a312*b125 8 4 a312 b125 
C35 16 4 a31*b15 a32*b25 a33*b35 a34*b45 a35*b55 a36*b65 a37*b75 a38*b85 a39*b95 a310*b105 a311*b115 a312*b125 
a31*b16 8 4 a31 b16 
a32*b26 8 4 a32 b26 
a33*b36 8 4 a33 b36 
a34*b46 8 4 a34 b46 
a35*b56 8 4 a35 b56 
a36*b66 8 4 a36 b66 
a37*b76 8 4 a37 b76 
a38*b86 8 4 a38 b86 
a39*b96 8 4 a39 b96 
a310*b106 8 4 a310 b106 
a311*b116 8 4 a311 b116 
a312*b126 8 4 a312 b126 
C36 16 4 a31*b16 a32*b26 a33*b36 a34*b46 a35*b56 a36*b66 a37*b76 a38*b86 a39*b96 a310*b106 a311*b116 a312*b126 
a31*b17 8 4 a31 b17 
a32*b27 8 4 a32 b27 
a33*b37 8 4 a33 b37 
a34*b47 8 4 a34 b47 
a35*b57 8 4 a35 b57 
a36*b67 8 4 a36 b67 
a37*b77 8 4 a37 b77 
a38*b87 8 4 a38 b87 
a39*b97 8 4 a39 b97 
a310*b107 8 4 a310 b107 
a311*b117 8 4 a311 b117 
a312*b127 8 4 a312 b127 
C37 16 4 a31*b17 a32*b27 a33*b37 a34*b47 a35*b57 a36*b67 a37*b77 a38*b87 a39*b97 a310*b107 a311*b117 a312*b127 
a31*b18 8 4 a31 b18 
a32*b28 8 4 a32 b28 
a33*b38 8 4 a33 b38 
a34*b48 8 4 a34 b48 
a35*b58 8 4 a35 b58 
a36*b68 8 4 a36 b68 
a37*b78 8 4 a37 b78 
a38*b88 8 4 a38 b88 
a39*b98 8 4 a39 b98 
a310*b108 8 4 a310 b108 
a311*b118 8 4 a311 b118 
a312*b128 8 4 a312 b128 
C38 16 4 a31*b18 a32*b28 a33*b38 a34*b48 a35*b58 a36*b68 a37*b78 a38*b88 a39*b98 a310*b108 a311*b118 a312*b128 
a31*b19 8 4 a31 b19 
a32*b29 8 4 a32 b29 
a33*b39 8 4 a33 b39 
a34*b49 8 4 a34 b49 
a35*b59 8 4 a35 b59 
a36*b69 8 4 a36 b69 
a37*b79 8 4 a37 b79 
a38*b89 8 4 a38 b89 
a39*b99 8 4 a39 b99 
a310*b109 8 4 a310 b109 
a311*b119 8 4 a311 b119 
a312*b129 8 4 a312 b129 
C39 16 4 a31*b19 a32*b29 a33*b39 a34*b49 a35*b59 a36*b69 a37*b79 a38*b89 a39*b99 a310*b109 a311*b119 a312*b129 
a31*b110 8 4 a31 b110 
a32*b210 8 4 a32 b210 
a33*b310 8 4 a33 b310 
a34*b410 8 4 a34 b410 
a35*b510 8 4 a35 b510 
a36*b610 8 4 a36 b610 
a37*b710 8 4 a37 b710 
a38*b810 8 4 a38 b810 
a39*b910 8 4 a39 b910 
a310*b1010 8 4 a310 b1010 
a311*b1110 8 4 a311 b1110 
a312*b1210 8 4 a312 b1210 
C310 16 4 a31*b110 a32*b210 a33*b310 a34*b410 a35*b510 a36*b610 a37*b710 a38*b810 a39*b910 a310*b1010 a311*b1110 a312*b1210 
a31*b111 8 4 a31 b111 
a32*b211 8 4 a32 b211 
a33*b311 8 4 a33 b311 
a34*b411 8 4 a34 b411 
a35*b511 8 4 a35 b511 
a36*b611 8 4 a36 b611 
a37*b711 8 4 a37 b711 
a38*b811 8 4 a38 b811 
a39*b911 8 4 a39 b911 
a310*b1011 8 4 a310 b1011 
a311*b1111 8 4 a311 b1111 
a312*b1211 8 4 a312 b1211 
C311 16 4 a31*b111 a32*b211 a33*b311 a34*b411 a35*b511 a36*b611 a37*b711 a38*b811 a39*b911 a310*b1011 a311*b1111 a312*b1211 
a31*b112 8 4 a31 b112 
a32*b212 8 4 a32 b212 
a33*b312 8 4 a33 b312 
a34*b412 8 4 a34 b412 
a35*b512 8 4 a35 b512 
a36*b612 8 4 a36 b612 
a37*b712 8 4 a37 b712 
a38*b812 8 4 a38 b812 
a39*b912 8 4 a39 b912 
a310*b1012 8 4 a310 b1012 
a311*b1112 8 4 a311 b1112 
a312*b1212 8 4 a312 b1212 
C312 16 4 a31*b112 a32*b212 a33*b312 a34*b412 a35*b512 a36*b612 a37*b712 a38*b812 a39*b912 a310*b1012 a311*b1112 a312*b1212 
a41*b11 8 4 a41 b11 
a42*b21 8 4 a42 b21 
a43*b31 8 4 a43 b31 
a44*b41 8 4 a44 b41 
a45*b51 8 4 a45 b51 
a46*b61 8 4 a46 b61 
a47*b71 8 4 a47 b71 
a48*b81 8 4 a48 b81 
a49*b91 8 4 a49 b91 
a410*b101 8 4 a410 b101 
a411*b111 8 4 a411 b111 
